is_female	theta	tot_score	t	time	proficiency
1	-0.657969102834631	0.5	78	13	-0.514519794661941
1	1.59861301496533	0.866666666666667	76	12.6666666666667	1.15417964134929
1	0.786567097271456	0.766666666666667	65	10.8333333333333	0.553687173478413
1	0.00657011509216145	0.633333333333333	71	11.8333333333333	-0.0231057178531992
0	1.02309080896357	0.8	79	13.1666666666667	0.728591947025373
1	0.786567097271456	0.766666666666667	60	10	0.553687173478413
0	-1.3133167527923	0.366666666666667	76	12.6666666666667	-0.999136882269562
1	-0.98159460129098	0.433333333333333	79	13.1666666666667	-0.753834678216662
1	1.59861301496533	0.866666666666667	63	10.5	1.15417964134929
0	-0.495987597842241	0.533333333333333	79	13.1666666666667	-0.394737561215645
1	2.45760948453952	0.933333333333333	80	13.3333333333333	1.78939114684131
0	-0.332192654926332	0.566666666666667	79	13.1666666666667	-0.273614325012858
1	0.57150003395161	0.733333333333333	72	12	0.394649182157136
1	0.786567097271456	0.766666666666667	79	13.1666666666667	0.553687173478413
1	-1.14576700728364	0.4	79	13.1666666666667	-0.875237041165304
1	-0.332192654926332	0.566666666666667	75	12.5	-0.273614325012858
1	0.786567097271456	0.766666666666667	38	6.33333333333333	0.553687173478413
1	-0.819421615319264	0.466666666666667	67	11.1666666666667	-0.633910848238298
1	1.97343660222334	0.9	80	13.3333333333333	1.43135453506463
1	0.57150003395161	0.733333333333333	76	12.6666666666667	0.394649182157136
0	0.372291957820606	0.7	79	13.1666666666667	0.247338609381358
1	0.00657011509216145	0.633333333333333	79	13.1666666666667	-0.0231057178531992
1	2.45760948453952	0.933333333333333	67	11.1666666666667	1.78939114684131
1	-0.165196960983105	0.6	75	12.5	-0.150124194473736
1	2.45760948453952	0.933333333333333	74	12.3333333333333	1.78939114684131
0	1.97343660222334	0.9	31	5.16666666666667	1.43135453506463
1	0.57150003395161	0.733333333333333	77	12.8333333333333	0.394649182157136
1	1.02309080896357	0.8	79	13.1666666666667	0.728591947025373
0	0.184967687972631	0.666666666666667	79	13.1666666666667	0.108815884690405
1	-2.05406828761434	0.233333333333333	78	13	-1.54690851381431
1	-0.332192654926332	0.566666666666667	75	12.5	-0.273614325012858
0	-0.165196960983105	0.6	78	13	-0.150124194473736
1	1.28938388548074	0.833333333333333	77	12.8333333333333	0.925510598065258
1	-0.332192654926332	0.566666666666667	67	11.1666666666667	-0.273614325012858
1	0.57150003395161	0.733333333333333	77	12.8333333333333	0.394649182157136
0	0.57150003395161	0.733333333333333	77	12.8333333333333	0.394649182157136
1	3.15368261321614	0.966666666666667	68	11.3333333333333	2.30412394919893
1	-0.98159460129098	0.433333333333333	79	13.1666666666667	-0.753834678216662
0	3.15368261321614	0.966666666666667	67	11.1666666666667	2.30412394919893
1	-0.495987597842241	0.533333333333333	79	13.1666666666667	-0.394737561215645
0	-0.98159460129098	0.433333333333333	78	13	-0.753834678216662
1	-0.657969102834631	0.5	79	13.1666666666667	-0.514519794661941
1	-0.819421615319264	0.466666666666667	77	12.8333333333333	-0.633910848238298
1	-0.98159460129098	0.433333333333333	79	13.1666666666667	-0.753834678216662
1	-1.48580518998246	0.333333333333333	77	12.8333333333333	-1.12668879167594
1	2.45760948453952	0.933333333333333	47	7.83333333333333	1.78939114684131
1	0.184967687972631	0.666666666666667	78	13	0.108815884690405
1	1.59861301496533	0.866666666666667	74	12.3333333333333	1.15417964134929
0	-1.48580518998246	0.333333333333333	67	11.1666666666667	-1.12668879167594
1	-1.66509080017589	0.3	70	11.6666666666667	-1.25926708087482
1	-0.819421615319264	0.466666666666667	79	13.1666666666667	-0.633910848238298
1	0.57150003395161	0.733333333333333	79	13.1666666666667	0.394649182157136
0	-0.165196960983105	0.6	79	13.1666666666667	-0.150124194473736
1	0.786567097271456	0.766666666666667	62	10.3333333333333	0.553687173478413
1	0.786567097271456	0.766666666666667	79	13.1666666666667	0.553687173478413
1	3.15368261321614	0.966666666666667	78	13	2.30412394919893
0	-0.165196960983105	0.6	78	13	-0.150124194473736
1	0.57150003395161	0.733333333333333	78	13	0.394649182157136
0	-0.98159460129098	0.433333333333333	55	9.16666666666667	-0.753834678216662
1	-0.165196960983105	0.6	68	11.3333333333333	-0.150124194473736
1	-1.14576700728364	0.4	79	13.1666666666667	-0.875237041165304
1	0.786567097271456	0.766666666666667	74	12.3333333333333	0.553687173478413
0	-0.819421615319264	0.466666666666667	78	13	-0.633910848238298
1	1.97343660222334	0.9	60	10	1.43135453506463
1	0.57150003395161	0.733333333333333	72	12	0.394649182157136
1	-1.48580518998246	0.333333333333333	72	12	-1.12668879167594
0	-0.495987597842241	0.533333333333333	75	12.5	-0.394737561215645
1	-0.495987597842241	0.533333333333333	79	13.1666666666667	-0.394737561215645
1	-1.14576700728364	0.4	75	12.5	-0.875237041165304
1	-0.819421615319264	0.466666666666667	79	13.1666666666667	-0.633910848238298
0	0.57150003395161	0.733333333333333	79	13.1666666666667	0.394649182157136
1	1.97343660222334	0.9	65	10.8333333333333	1.43135453506463
0	0.57150003395161	0.733333333333333	75	12.5	0.394649182157136
1	0.00657011509216145	0.633333333333333	78	13	-0.0231057178531992
0	-0.657969102834631	0.5	77	12.8333333333333	-0.514519794661941
0	0.184967687972631	0.666666666666667	79	13.1666666666667	0.108815884690405
1	-0.657969102834631	0.5	78	13	-0.514519794661941
1	0.786567097271456	0.766666666666667	76	12.6666666666667	0.553687173478413
1	0.786567097271456	0.766666666666667	72	12	0.553687173478413
1	-0.495987597842241	0.533333333333333	77	12.8333333333333	-0.394737561215645
1	0.372291957820606	0.7	78	13	0.247338609381358
1	4.48243604751768	1	69	11.5	3.28671177036747
0	1.59861301496533	0.866666666666667	76	12.6666666666667	1.15417964134929
1	4.48243604751768	1	64	10.6666666666667	3.28671177036747
1	1.59861301496533	0.866666666666667	73	12.1666666666667	1.15417964134929
1	-0.165196960983105	0.6	78	13	-0.150124194473736
1	-1.66509080017589	0.3	79	13.1666666666667	-1.25926708087482
1	1.97343660222334	0.9	57	9.5	1.43135453506463
1	0.184967687972631	0.666666666666667	78	13	0.108815884690405
1	-2.05406828761434	0.233333333333333	79	13.1666666666667	-1.54690851381431
1	-0.657969102834631	0.5	78	13	-0.514519794661941
0	0.372291957820606	0.7	78	13	0.247338609381358
1	0.57150003395161	0.733333333333333	69	11.5	0.394649182157136
0	-0.165196960983105	0.6	69	11.5	-0.150124194473736
1	1.28938388548074	0.833333333333333	50	8.33333333333333	0.925510598065258
1	-1.48580518998246	0.333333333333333	79	13.1666666666667	-1.12668879167594
1	-0.819421615319264	0.466666666666667	71	11.8333333333333	-0.633910848238298
1	1.02309080896357	0.8	73	12.1666666666667	0.728591947025373
1	-1.14576700728364	0.4	79	13.1666666666667	-0.875237041165304
1	-0.495987597842241	0.533333333333333	79	13.1666666666667	-0.394737561215645
0	0.00657011509216145	0.633333333333333	72	12	-0.0231057178531992
0	4.48243604751768	1	53	8.83333333333333	3.28671177036747
0	0.372291957820606	0.7	79	13.1666666666667	0.247338609381358
