day,bysubj_day,date,time_window,context,nervous,upset,satisfied,happy,scs_pos_1,scs_neg_2,scs_pos_3,scs_neg_4,scs_neg_5,scs_pos_6,scs_pos_7,scs_neg_8,id
2,1,2022-04-09,3,-2,2,2,4,4,5,2,5,2,2,4,5,5,7
2,1,2022-04-09,4,1,2,2,2,3,4,2,4,4,3,4,4,4,7
2,1,2022-04-09,5,0,2,3,2,2,3,2,5,3,2,4,3,4,7
3,2,2022-04-16,1,2,1,2,3,4,5,1,4,4,2,4,4,4,7
3,2,2022-04-16,2,-1,4,4,2,2,3,3,4,4,4,3,2,5,7
3,2,2022-04-16,3,0,2,2,3,3,3,2,3,4,3,3,4,4,7
3,2,2022-04-16,4,0,2,2,2,2,3,3,4,4,3,4,3,4,7
3,2,2022-04-16,5,-1,5,5,1,1,2,5,4,6,5,2,2,6,7
4,3,2022-04-23,1,0,2,3,2,2,2,3,4,4,4,4,3,4,7
4,3,2022-04-23,2,1,2,1,2,4,4,2,4,4,2,4,5,4,7
4,3,2022-04-23,3,1,2,2,3,3,4,2,4,4,3,4,3,4,7
4,3,2022-04-23,4,1,1,1,3,4,4,2,4,4,2,4,4,4,7
4,3,2022-04-23,5,1,2,2,3,4,4,3,5,4,3,4,4,4,7
5,4,2022-04-30,1,-1,3,3,2,2,4,4,4,4,4,3,3,5,7
5,4,2022-04-30,2,0,1,2,2,4,3,3,4,4,3,3,4,4,7
5,4,2022-04-30,3,1,2,2,2,4,3,2,4,4,4,4,3,4,7
5,4,2022-04-30,4,1,1,1,5,4,4,3,4,3,3,4,4,4,7
5,4,2022-04-30,5,1,1,1,3,4,4,2,4,4,3,4,3,4,7
6,5,2022-05-07,1,1,3,3,2,2,3,2,4,4,4,4,3,4,7
6,5,2022-05-07,2,2,1,2,4,4,3,3,4,4,3,4,3,4,7
6,5,2022-05-07,3,2,1,2,4,4,4,2,4,4,2,4,4,4,7
6,5,2022-05-07,4,0,1,1,3,4,4,3,4,4,3,4,4,4,7
6,5,2022-05-07,5,0,2,2,2,3,3,3,4,4,4,4,3,4,7
7,6,2022-05-14,1,1,1,1,3,3,4,2,5,4,2,4,4,4,7
7,6,2022-05-14,2,0,1,1,3,4,5,3,4,4,2,4,4,4,7
7,6,2022-05-14,4,-1,2,2,3,2,3,2,4,4,3,4,4,4,7
7,6,2022-05-14,5,-2,2,2,2,1,3,2,4,4,4,4,3,4,7
8,7,2022-05-21,1,1,1,1,3,4,4,2,4,4,2,4,4,4,7
8,7,2022-05-21,2,1,1,1,3,3,4,2,4,4,2,4,4,4,7
8,7,2022-05-21,3,1,2,2,3,3,4,2,4,4,2,5,4,4,7
8,7,2022-05-21,4,1,1,2,3,4,4,2,4,4,2,4,4,4,7
8,7,2022-05-21,5,-1,2,3,2,2,2,2,4,4,3,3,2,4,7
9,8,2022-05-28,1,-2,3,3,1,1,3,4,4,4,4,4,3,4,7
9,8,2022-05-28,2,-1,3,2,1,2,3,3,4,4,4,4,3,4,7
9,8,2022-05-28,3,-1,3,3,2,2,3,3,4,4,4,3,3,4,7
9,8,2022-05-28,4,-1,3,5,4,1,2,4,4,5,5,3,2,4,7
9,8,2022-05-28,5,-1,3,4,1,1,2,3,4,6,4,3,2,5,7
2,1,2022-04-09,1,-1,3,3,4,3,3,4,3,6,4,5,2,5,9
2,1,2022-04-09,2,-1,4,4,4,4,4,4,2,4,4,3,4,3,9
2,1,2022-04-09,3,-1,3,3,3,3,3,4,5,3,4,4,2,4,9
2,1,2022-04-09,4,2,2,2,5,5,6,1,5,2,3,6,6,4,9
2,1,2022-04-09,5,0,2,2,3,4,4,3,5,4,3,5,5,4,9
3,2,2022-04-16,1,-1,3,3,3,2,3,2,5,4,4,4,3,3,9
3,2,2022-04-16,2,1,1,1,5,4,5,1,5,2,2,5,6,5,9
3,2,2022-04-16,3,1,1,1,5,5,6,1,5,2,1,6,6,5,9
3,2,2022-04-16,4,-1,4,3,4,3,3,3,4,4,4,3,4,4,9
3,2,2022-04-16,5,0,3,3,3,3,4,3,5,5,3,4,4,5,9
5,3,2022-04-30,1,0,3,3,3,2,4,4,5,4,3,4,5,4,9
5,3,2022-04-30,3,1,2,1,4,5,6,1,3,3,2,6,5,4,9
5,3,2022-04-30,5,0,4,3,3,2,3,3,3,4,4,4,4,4,9
6,4,2022-05-07,1,0,2,4,2,2,2,4,4,5,5,4,4,4,9
6,4,2022-05-07,2,-1,3,4,3,2,2,4,4,4,4,4,4,3,9
6,4,2022-05-07,3,0,2,2,4,3,5,2,4,2,2,5,4,5,9
6,4,2022-05-07,4,1,2,1,5,5,6,2,5,2,2,5,6,5,9
6,4,2022-05-07,5,1,2,2,4,4,6,1,3,2,1,5,5,5,9
7,5,2022-05-14,1,-1,3,4,2,2,3,4,4,5,5,3,2,4,9
7,5,2022-05-14,2,1,3,3,3,4,4,3,4,3,3,4,4,4,9
7,5,2022-05-14,4,0,3,3,3,3,4,4,3,4,4,4,4,5,9
7,5,2022-05-14,5,0,2,2,4,3,4,3,4,4,4,5,4,6,9
8,6,2022-05-21,1,0,2,3,3,3,3,4,4,5,5,3,4,4,9
8,6,2022-05-21,2,1,2,2,4,4,5,3,5,3,4,4,5,4,9
8,6,2022-05-21,3,0,3,3,3,3,3,5,3,5,4,4,3,5,9
8,6,2022-05-21,5,1,1,1,4,5,5,2,5,3,2,5,5,4,9
9,7,2022-05-28,1,0,3,2,3,3,4,3,5,4,4,4,3,4,9
9,7,2022-05-28,3,1,2,1,5,5,5,2,5,3,2,5,5,4,9
9,7,2022-05-28,5,1,3,2,4,4,5,2,4,3,3,5,5,4,9
1,1,2022-04-02,1,0,3,4,2,2,5,5,4,6,2,3,2,4,10
1,1,2022-04-02,2,1,1,1,4,4,5,4,6,3,3,4,4,3,10
1,1,2022-04-02,4,-1,2,3,4,4,4,5,4,2,5,5,3,5,10
1,1,2022-04-02,5,1,1,1,3,5,5,2,5,2,4,6,5,5,10
2,2,2022-04-09,1,-1,4,5,1,1,2,6,2,6,6,2,1,6,10
2,2,2022-04-09,2,1,3,2,3,2,5,3,4,4,5,4,3,6,10
2,2,2022-04-09,3,1,2,1,4,4,5,2,5,4,2,5,4,4,10
2,2,2022-04-09,4,1,2,2,4,3,5,6,4,5,4,5,3,2,10
2,2,2022-04-09,5,1,1,1,4,5,5,3,5,2,4,5,4,4,10
3,3,2022-04-16,1,-1,2,1,2,3,4,4,5,3,4,4,3,5,10
3,3,2022-04-16,2,0,1,1,2,4,5,3,5,4,3,4,4,5,10
3,3,2022-04-16,3,-1,2,2,3,4,6,5,5,5,3,4,3,5,10
3,3,2022-04-16,4,1,1,1,4,4,5,2,5,3,3,5,4,4,10
3,3,2022-04-16,5,1,4,2,4,4,5,4,5,1,5,5,2,6,10
4,4,2022-04-23,2,1,4,2,3,4,4,5,6,4,5,4,3,4,10
4,4,2022-04-23,3,0,1,1,2,3,3,4,5,4,4,6,2,2,10
4,4,2022-04-23,4,-1,1,2,4,4,4,6,2,6,6,4,2,5,10
4,4,2022-04-23,5,-2,5,5,3,1,4,6,4,5,6,3,1,6,10
5,5,2022-04-30,1,1,1,2,4,4,5,4,6,2,1,5,3,3,10
5,5,2022-04-30,2,0,1,1,3,5,5,2,5,2,4,5,6,4,10
5,5,2022-04-30,3,0,1,1,3,4,5,3,5,2,4,5,4,3,10
5,5,2022-04-30,4,0,1,2,2,3,4,3,5,3,4,4,3,3,10
5,5,2022-04-30,5,-1,5,4,1,2,3,4,5,4,5,3,2,6,10
7,6,2022-05-14,1,1,1,1,3,4,5,3,6,4,3,5,5,4,10
7,6,2022-05-14,2,1,2,2,4,4,4,3,5,4,4,5,2,2,10
7,6,2022-05-14,3,-1,4,3,2,2,4,5,3,4,5,3,2,5,10
7,6,2022-05-14,4,0,2,1,3,3,4,3,4,4,5,5,3,4,10
7,6,2022-05-14,5,1,2,1,3,4,5,3,5,5,4,4,4,3,10
8,7,2022-05-21,4,0,2,1,2,2,3,4,3,4,5,5,3,4,10
8,7,2022-05-21,5,1,1,1,1,3,4,5,4,5,5,4,3,4,10
9,8,2022-05-28,1,1,1,1,4,4,5,4,4,3,5,4,2,3,10
9,8,2022-05-28,2,0,1,1,4,4,4,2,5,3,4,5,4,2,10
9,8,2022-05-28,3,1,1,1,5,5,5,2,5,4,3,4,5,4,10
9,8,2022-05-28,4,1,1,1,4,4,5,2,5,2,2,5,4,5,10
9,8,2022-05-28,5,-1,2,1,4,4,5,2,5,2,5,5,5,4,10
1,1,2022-04-02,1,0,2,2,4,5,2,2,5,4,2,3,2,5,13
1,1,2022-04-02,2,-1,3,3,3,3,4,4,5,5,3,3,3,4,13
1,1,2022-04-02,3,1,3,2,3,3,3,2,5,4,3,3,4,3,13
1,1,2022-04-02,4,1,1,2,3,4,4,4,3,5,4,4,3,4,13
1,1,2022-04-02,5,1,1,1,5,4,3,3,5,4,2,3,3,3,13
2,2,2022-04-09,1,0,2,2,3,4,5,2,5,4,3,4,3,3,13
2,2,2022-04-09,2,0,2,2,4,4,5,3,4,5,2,5,5,3,13
2,2,2022-04-09,3,0,2,4,2,3,5,3,4,3,2,5,4,2,13
2,2,2022-04-09,4,0,3,2,3,3,5,2,5,3,4,4,4,4,13
2,2,2022-04-09,5,0,2,1,3,5,4,3,5,3,2,3,4,3,13
3,3,2022-04-16,1,0,2,2,3,3,4,3,5,3,2,4,4,4,13
3,3,2022-04-16,2,0,1,1,5,4,4,2,4,4,2,4,4,3,13
3,3,2022-04-16,3,0,1,1,4,5,4,2,5,2,2,4,4,3,13
3,3,2022-04-16,4,0,2,2,4,4,5,4,4,3,2,4,4,4,13
3,3,2022-04-16,5,1,2,1,5,5,4,2,5,4,2,3,4,4,13
4,4,2022-04-23,1,2,1,1,5,5,4,3,5,2,3,4,4,5,13
4,4,2022-04-23,2,0,2,2,4,4,5,2,5,3,5,4,4,3,13
4,4,2022-04-23,3,0,2,2,3,3,4,2,5,3,3,4,4,4,13
4,4,2022-04-23,4,0,2,2,3,3,4,3,5,4,3,4,4,3,13
4,4,2022-04-23,5,1,1,1,3,4,4,2,5,3,2,4,4,3,13
5,5,2022-04-30,1,-1,3,3,3,2,4,3,5,3,3,4,4,4,13
5,5,2022-04-30,2,0,1,1,4,4,5,2,4,3,3,4,4,3,13
5,5,2022-04-30,3,0,1,1,3,3,4,3,4,3,3,4,4,3,13
5,5,2022-04-30,4,0,1,1,4,4,4,3,5,4,4,4,4,3,13
5,5,2022-04-30,5,0,1,1,4,4,4,2,5,3,3,4,4,3,13
6,6,2022-05-07,1,0,1,1,4,4,4,3,5,4,1,4,4,4,13
6,6,2022-05-07,2,0,4,4,2,2,4,3,4,4,3,4,3,4,13
6,6,2022-05-07,3,0,3,3,2,2,4,3,4,4,4,3,3,4,13
6,6,2022-05-07,4,0,2,3,2,3,4,4,4,4,2,4,3,4,13
6,6,2022-05-07,5,0,1,2,3,4,4,3,4,4,3,4,4,3,13
7,7,2022-05-14,2,0,1,1,3,3,4,3,5,3,3,4,4,3,13
7,7,2022-05-14,3,0,1,2,3,3,4,3,5,3,3,4,4,3,13
7,7,2022-05-14,4,0,1,1,3,3,4,3,5,3,3,4,4,4,13
7,7,2022-05-14,5,0,1,1,3,3,4,3,4,3,3,4,4,3,13
8,8,2022-05-21,2,0,2,2,3,3,4,3,4,4,3,4,4,3,13
8,8,2022-05-21,3,0,3,3,2,2,3,3,4,4,3,4,3,4,13
8,8,2022-05-21,4,0,2,2,4,3,4,3,4,3,3,4,4,3,13
8,8,2022-05-21,5,0,2,2,3,3,4,3,4,4,3,4,4,4,13
9,9,2022-05-28,1,0,1,1,4,4,4,4,3,4,4,4,4,4,13
9,9,2022-05-28,2,0,1,1,4,4,4,2,5,3,2,4,4,3,13
9,9,2022-05-28,3,0,1,1,3,3,4,2,5,3,2,4,4,2,13
9,9,2022-05-28,4,0,1,1,3,3,4,3,5,3,3,4,4,3,13
9,9,2022-05-28,5,0,1,1,3,4,4,3,4,5,3,4,4,4,13
1,1,2022-04-02,1,0,2,2,4,3,4,4,6,6,5,5,4,3,14
1,1,2022-04-02,2,0,4,3,3,3,4,4,5,4,4,4,2,4,14
1,1,2022-04-02,3,1,3,3,4,3,4,4,5,4,3,4,4,4,14
1,1,2022-04-02,4,1,2,2,3,3,5,3,4,4,4,4,3,4,14
1,1,2022-04-02,5,1,3,4,3,3,4,4,3,4,4,4,4,4,14
2,2,2022-04-09,1,1,4,4,4,3,4,4,2,5,4,4,5,3,14
2,2,2022-04-09,2,1,2,3,3,4,4,4,3,3,3,3,4,4,14
2,2,2022-04-09,3,-1,4,4,4,2,4,3,3,3,3,4,3,3,14
2,2,2022-04-09,4,-1,2,2,3,3,2,5,2,4,3,2,3,3,14
2,2,2022-04-09,5,1,2,3,4,2,4,3,4,4,4,4,3,3,14
3,3,2022-04-16,1,1,3,4,2,2,4,4,4,5,4,3,2,4,14
3,3,2022-04-16,2,1,3,3,2,3,4,2,4,4,4,4,3,4,14
3,3,2022-04-16,3,0,4,4,3,3,3,4,4,5,5,4,4,4,14
3,3,2022-04-16,4,1,3,3,3,3,4,4,4,3,3,4,4,4,14
3,3,2022-04-16,5,1,5,4,2,3,3,3,3,4,3,4,4,4,14
4,4,2022-04-23,1,1,3,4,4,3,2,4,3,2,4,3,3,4,14
4,4,2022-04-23,2,0,4,3,3,4,4,4,4,3,4,3,5,4,14
4,4,2022-04-23,3,1,3,3,4,2,4,4,5,4,3,4,2,5,14
4,4,2022-04-23,4,0,4,3,3,3,3,4,3,3,4,4,4,4,14
4,4,2022-04-23,5,0,4,4,3,3,4,5,3,4,4,4,3,4,14
5,5,2022-04-30,1,2,1,2,3,3,4,3,4,4,3,4,4,3,14
5,5,2022-04-30,2,0,3,3,2,4,4,3,3,2,3,1,4,3,14
5,5,2022-04-30,4,1,4,4,4,4,5,3,3,4,3,4,3,4,14
5,5,2022-04-30,5,1,4,3,4,4,4,3,4,4,4,3,4,4,14
6,6,2022-05-07,1,0,3,3,4,3,3,4,2,2,4,3,3,5,14
6,6,2022-05-07,2,0,4,3,3,4,4,4,3,4,3,5,3,4,14
6,6,2022-05-07,3,1,3,3,4,3,4,3,4,4,4,3,4,3,14
6,6,2022-05-07,4,-1,4,4,3,3,3,2,3,4,4,3,4,3,14
6,6,2022-05-07,5,0,3,3,3,4,3,4,4,4,4,2,4,4,14
7,7,2022-05-14,1,0,4,4,3,3,4,5,3,4,4,4,4,5,14
7,7,2022-05-14,2,-1,4,3,3,3,4,4,4,4,3,3,3,3,14
7,7,2022-05-14,3,0,3,3,3,3,3,4,4,3,4,3,4,4,14
7,7,2022-05-14,4,2,3,4,4,4,4,4,3,4,5,4,4,3,14
7,7,2022-05-14,5,0,4,3,4,4,3,3,3,4,4,4,3,4,14
8,8,2022-05-21,2,0,3,3,3,4,4,4,3,4,4,3,4,4,14
8,8,2022-05-21,3,0,3,3,4,3,3,4,4,4,2,3,3,3,14
8,8,2022-05-21,4,0,3,3,4,4,3,4,3,3,4,3,4,4,14
8,8,2022-05-21,5,0,4,3,3,3,3,3,4,4,4,4,4,3,14
9,9,2022-05-28,1,0,3,3,3,3,4,3,2,4,3,3,4,4,14
9,9,2022-05-28,2,0,3,4,3,3,4,4,3,3,3,3,3,3,14
9,9,2022-05-28,4,0,3,3,3,3,3,3,3,3,3,3,3,3,14
9,9,2022-05-28,5,0,3,3,3,4,4,4,2,4,4,4,3,4,14
1,1,2022-04-02,1,0,1,1,4,5,6,2,5,5,1,5,4,4,15
1,1,2022-04-02,2,1,2,1,4,5,5,2,5,4,1,6,4,5,15
1,1,2022-04-02,3,0,1,1,4,5,6,4,5,2,1,5,5,4,15
1,1,2022-04-02,4,0,1,1,4,5,5,2,4,4,2,5,5,4,15
1,1,2022-04-02,5,1,1,1,5,5,4,2,4,5,1,5,5,5,15
2,2,2022-04-09,2,0,1,2,4,4,5,2,5,4,1,5,3,4,15
2,2,2022-04-09,3,0,4,3,3,3,5,2,5,3,3,4,5,4,15
2,2,2022-04-09,4,0,1,1,4,5,5,2,5,4,2,5,4,4,15
2,2,2022-04-09,5,0,1,1,5,5,4,1,4,1,1,2,6,5,15
3,3,2022-04-16,1,0,1,1,4,4,5,3,5,4,1,4,5,4,15
3,3,2022-04-16,2,-1,3,2,5,2,5,3,2,3,2,5,5,5,15
3,3,2022-04-16,3,0,1,1,4,3,5,2,5,4,2,5,4,4,15
3,3,2022-04-16,4,0,3,4,4,2,5,3,5,4,3,5,4,5,15
3,3,2022-04-16,5,-1,2,3,2,2,5,4,5,5,2,5,5,5,15
4,4,2022-04-23,1,0,2,2,2,4,5,2,4,4,1,5,5,5,15
4,4,2022-04-23,2,0,1,1,4,4,5,1,4,2,1,5,4,4,15
4,4,2022-04-23,3,0,1,1,5,5,5,1,5,2,1,5,4,4,15
4,4,2022-04-23,4,0,1,1,4,4,5,3,5,2,2,5,4,5,15
4,4,2022-04-23,5,-1,2,4,3,2,4,2,3,4,2,4,4,6,15
5,5,2022-04-30,1,0,1,1,3,4,4,2,5,2,1,5,4,4,15
5,5,2022-04-30,2,-1,2,3,2,3,5,4,3,5,4,4,3,5,15
5,5,2022-04-30,3,1,1,2,4,5,5,1,5,3,2,4,5,4,15
5,5,2022-04-30,4,0,1,4,4,4,5,2,5,4,2,5,4,5,15
5,5,2022-04-30,5,0,1,1,4,4,5,2,5,5,2,5,5,5,15
6,6,2022-05-07,1,0,1,1,4,5,5,2,5,3,1,5,4,4,15
6,6,2022-05-07,2,0,1,1,5,4,4,2,5,2,2,5,4,4,15
6,6,2022-05-07,3,1,2,2,4,4,5,1,5,1,1,6,5,5,15
6,6,2022-05-07,4,1,1,1,5,5,5,2,6,2,1,5,5,2,15
6,6,2022-05-07,5,0,2,1,4,5,5,2,5,3,1,5,5,5,15
7,7,2022-05-14,1,0,4,3,4,3,5,2,5,2,1,5,5,6,15
7,7,2022-05-14,2,1,1,1,4,5,5,2,5,2,1,5,5,4,15
7,7,2022-05-14,3,0,2,2,4,5,5,5,5,5,2,5,5,5,15
7,7,2022-05-14,4,0,1,1,4,4,5,2,5,2,2,5,5,3,15
7,7,2022-05-14,5,-1,3,2,3,4,5,1,5,5,2,5,4,4,15
8,8,2022-05-21,1,0,1,1,4,4,5,2,5,2,1,5,5,4,15
8,8,2022-05-21,2,1,1,1,5,4,5,2,5,2,2,5,5,4,15
8,8,2022-05-21,3,1,1,1,5,5,5,2,5,2,2,5,5,5,15
8,8,2022-05-21,4,0,1,1,4,4,5,2,5,1,2,5,5,4,15
8,8,2022-05-21,5,2,1,1,4,5,5,2,5,3,1,5,4,5,15
9,9,2022-05-28,1,0,1,1,3,3,4,1,5,2,1,5,3,4,15
9,9,2022-05-28,2,1,1,1,4,5,5,2,5,2,1,5,5,5,15
9,9,2022-05-28,3,0,2,2,4,4,5,2,5,2,2,5,5,6,15
9,9,2022-05-28,4,1,1,1,4,5,5,1,5,2,1,5,4,5,15
9,9,2022-05-28,5,1,1,1,4,5,5,1,5,2,1,5,5,5,15
1,1,2022-04-02,1,1,1,1,5,5,6,1,6,1,1,6,6,1,16
1,1,2022-04-02,2,1,1,1,5,5,6,1,6,1,1,5,6,4,16
1,1,2022-04-02,3,1,1,1,4,4,6,1,6,1,1,5,5,2,16
1,1,2022-04-02,4,1,1,1,5,5,6,1,6,1,1,6,6,2,16
1,1,2022-04-02,5,1,1,1,5,5,5,1,6,1,1,6,6,1,16
2,2,2022-04-09,1,1,1,1,4,5,6,1,6,1,1,6,6,1,16
2,2,2022-04-09,2,1,1,1,4,5,6,1,6,1,1,6,6,1,16
2,2,2022-04-09,3,2,1,1,5,5,6,1,6,1,1,6,6,1,16
2,2,2022-04-09,4,1,1,1,4,4,6,1,6,1,1,6,6,1,16
2,2,2022-04-09,5,2,1,1,5,5,6,1,6,1,1,6,6,1,16
3,3,2022-04-16,1,1,1,1,4,4,6,1,6,1,1,6,6,1,16
3,3,2022-04-16,2,1,1,1,4,5,6,1,6,1,1,6,6,1,16
3,3,2022-04-16,3,2,1,1,5,4,6,1,6,1,1,6,6,1,16
3,3,2022-04-16,4,1,1,1,4,4,6,1,6,1,1,6,6,1,16
3,3,2022-04-16,5,1,1,1,4,4,6,1,6,1,1,6,6,1,16
4,4,2022-04-23,1,2,1,1,4,4,6,1,6,1,1,6,6,2,16
4,4,2022-04-23,2,1,1,1,4,4,6,1,6,1,1,6,6,1,16
4,4,2022-04-23,3,2,1,1,4,5,5,1,6,1,1,6,6,1,16
4,4,2022-04-23,4,2,1,1,5,4,6,1,6,1,1,6,6,5,16
4,4,2022-04-23,5,-1,3,4,1,2,3,5,6,1,4,5,3,4,16
5,5,2022-04-30,1,1,1,1,4,4,6,1,6,1,1,5,6,1,16
5,5,2022-04-30,2,1,1,1,5,5,6,1,6,1,1,6,6,1,16
5,5,2022-04-30,3,1,1,1,5,5,6,1,6,1,1,6,6,1,16
5,5,2022-04-30,4,1,1,1,4,4,6,1,6,1,1,6,6,1,16
5,5,2022-04-30,5,1,1,1,4,4,6,1,6,1,1,6,6,1,16
6,6,2022-05-07,1,1,1,1,4,4,5,1,6,1,1,5,6,1,16
6,6,2022-05-07,2,1,3,2,3,3,3,4,6,4,4,5,1,3,16
6,6,2022-05-07,3,-1,3,2,3,3,4,3,6,1,1,4,4,3,16
6,6,2022-05-07,4,1,2,2,3,3,5,4,6,1,1,5,5,4,16
6,6,2022-05-07,5,1,1,1,4,4,5,1,6,1,1,5,5,1,16
7,7,2022-05-14,1,1,2,1,3,4,4,1,6,1,1,5,5,1,16
7,7,2022-05-14,2,1,1,1,3,4,4,1,6,1,1,5,6,4,16
7,7,2022-05-14,3,0,1,1,4,3,5,1,6,1,1,5,5,1,16
7,7,2022-05-14,4,1,1,1,5,5,6,1,6,1,1,6,6,4,16
7,7,2022-05-14,5,2,1,1,4,4,5,1,6,1,1,5,6,1,16
8,8,2022-05-21,1,1,2,1,3,3,4,1,6,1,1,5,4,1,16
8,8,2022-05-21,2,1,2,2,4,4,5,1,6,1,1,4,5,3,16
8,8,2022-05-21,3,1,1,1,4,4,5,1,6,1,1,5,6,1,16
8,8,2022-05-21,4,1,1,1,4,4,6,1,6,1,1,5,5,1,16
8,8,2022-05-21,5,1,1,1,5,5,5,1,6,1,1,6,6,1,16
9,9,2022-05-28,1,1,1,1,5,5,6,1,6,1,1,6,6,1,16
9,9,2022-05-28,2,1,1,1,4,4,6,1,6,1,1,6,6,1,16
9,9,2022-05-28,3,1,1,1,4,4,6,1,6,1,1,5,5,1,16
9,9,2022-05-28,4,0,1,1,4,4,5,1,6,1,1,5,5,1,16
9,9,2022-05-28,5,2,1,1,4,5,5,1,6,1,1,5,6,1,16
1,1,2022-04-02,1,0,2,2,4,4,6,3,5,2,2,5,5,5,17
1,1,2022-04-02,2,0,1,1,4,4,5,2,5,2,2,5,4,4,17
1,1,2022-04-02,3,0,2,1,4,4,5,2,5,2,2,5,5,4,17
1,1,2022-04-02,4,0,1,1,4,4,5,1,6,2,2,5,5,4,17
1,1,2022-04-02,5,0,1,1,5,5,6,1,6,2,1,6,6,5,17
2,2,2022-04-09,1,0,2,2,4,4,5,2,5,2,2,4,5,4,17
2,2,2022-04-09,2,2,1,1,5,4,5,2,6,2,1,5,5,5,17
2,2,2022-04-09,3,0,2,1,4,4,5,1,5,2,1,5,5,4,17
2,2,2022-04-09,4,0,1,1,4,5,5,2,5,1,1,5,6,5,17
2,2,2022-04-09,5,0,2,1,5,5,5,1,6,2,1,5,6,4,17
3,3,2022-04-16,1,-1,2,2,3,3,5,3,6,2,4,5,4,4,17
3,3,2022-04-16,2,0,2,1,4,4,5,2,6,2,1,5,5,4,17
3,3,2022-04-16,3,0,1,1,4,4,5,1,6,2,2,5,5,2,17
3,3,2022-04-16,4,1,2,1,4,4,5,1,6,2,2,5,5,2,17
3,3,2022-04-16,5,0,1,1,4,4,5,1,6,2,2,4,5,4,17
4,4,2022-04-23,1,0,4,3,3,2,5,2,5,2,2,5,4,5,17
4,4,2022-04-23,2,-1,3,4,3,2,4,4,5,3,3,5,4,4,17
4,4,2022-04-23,4,0,4,4,3,3,4,4,5,2,2,5,4,3,17
4,4,2022-04-23,5,0,3,2,3,4,5,3,5,2,2,5,5,4,17
5,5,2022-04-30,1,-1,3,2,4,2,5,2,5,2,5,5,5,5,17
5,5,2022-04-30,2,1,1,2,4,4,5,2,5,2,2,5,5,5,17
5,5,2022-04-30,3,0,1,1,4,4,5,1,6,2,2,5,5,5,17
5,5,2022-04-30,4,0,2,2,4,4,5,2,5,2,2,5,5,5,17
5,5,2022-04-30,5,0,1,1,4,4,5,1,5,1,1,6,5,5,17
6,6,2022-05-07,1,0,2,1,4,4,5,2,5,2,1,5,5,5,17
6,6,2022-05-07,2,0,1,1,4,4,5,1,6,2,2,5,5,5,17
6,6,2022-05-07,3,0,1,1,4,4,5,1,5,2,2,5,5,5,17
6,6,2022-05-07,4,0,1,1,4,4,5,1,5,2,1,5,5,5,17
6,6,2022-05-07,5,0,2,2,4,4,5,2,5,2,2,5,5,5,17
7,7,2022-05-14,1,0,2,1,3,4,6,2,6,2,1,5,5,4,17
7,7,2022-05-14,2,0,2,2,4,4,5,1,5,2,2,5,5,4,17
7,7,2022-05-14,3,0,2,1,4,4,5,2,5,2,5,5,5,4,17
7,7,2022-05-14,4,0,2,2,4,4,5,2,5,2,2,5,5,4,17
8,8,2022-05-21,1,-1,3,3,3,3,5,2,5,3,2,5,5,5,17
8,8,2022-05-21,2,0,4,3,3,3,5,3,5,3,2,4,4,5,17
9,9,2022-05-28,1,0,4,2,2,2,4,3,5,4,4,4,4,5,17
9,9,2022-05-28,2,0,2,3,3,2,4,3,5,3,3,5,4,5,17
2,1,2022-04-09,1,1,2,1,4,4,4,1,5,2,2,5,5,2,18
2,1,2022-04-09,2,-1,3,3,3,3,5,1,5,2,1,5,5,2,18
2,1,2022-04-09,3,0,2,2,4,4,5,2,5,2,1,5,5,2,18
2,1,2022-04-09,4,1,1,1,4,4,5,1,5,2,1,5,5,2,18
2,1,2022-04-09,5,1,1,1,4,4,5,1,5,2,1,5,5,2,18
3,2,2022-04-16,1,-1,4,5,2,1,3,4,6,6,1,4,3,4,18
3,2,2022-04-16,2,1,2,4,2,2,2,2,5,4,2,5,2,4,18
3,2,2022-04-16,3,0,3,3,2,2,3,4,5,4,2,4,3,4,18
3,2,2022-04-16,4,1,2,4,2,4,4,2,5,4,1,5,4,3,18
3,2,2022-04-16,5,1,2,4,2,2,2,2,5,4,2,4,3,4,18
4,3,2022-04-23,1,1,4,3,4,3,4,1,5,3,1,5,5,4,18
4,3,2022-04-23,2,0,3,4,2,2,5,2,5,3,2,5,5,5,18
4,3,2022-04-23,3,1,3,3,4,4,5,1,5,3,2,6,5,4,18
4,3,2022-04-23,4,1,3,3,3,3,5,2,5,4,3,5,3,3,18
4,3,2022-04-23,5,1,2,2,4,4,2,1,5,3,1,5,5,4,18
5,4,2022-04-30,1,0,1,1,4,4,4,1,5,5,1,5,5,2,18
5,4,2022-04-30,2,2,1,1,2,5,4,2,6,2,1,5,5,2,18
5,4,2022-04-30,3,1,1,1,4,5,2,2,5,5,2,6,4,2,18
5,4,2022-04-30,4,1,1,2,2,4,3,3,6,5,2,5,4,2,18
5,4,2022-04-30,5,2,1,2,5,5,3,1,6,5,4,6,4,3,18
6,5,2022-05-07,2,1,1,2,3,4,5,3,5,5,2,5,2,3,18
6,5,2022-05-07,3,1,2,2,3,3,4,2,5,5,4,5,4,3,18
6,5,2022-05-07,4,2,1,1,3,4,3,3,6,4,3,5,4,4,18
6,5,2022-05-07,5,1,1,1,5,2,3,2,6,4,2,5,4,5,18
7,6,2022-05-14,1,1,2,4,2,3,3,1,6,4,1,5,2,1,18
