id,group,passive_count,word_count,I_liwc,I_c,wc_c
hwm19p,dep,2,166,14,-2.49378596087457,-4.23590333716916
hwlzwk,dep,4,199,18,1.50621403912543,28.7640966628308
hwlz1k,dep,1,166,20,3.50621403912543,-4.23590333716916
hwlx01,dep,0,66,2,-14.4937859608746,-104.235903337169
hwlvd4,dep,0,48,6,-10.4937859608746,-122.235903337169
hwlpkd,dep,0,73,8,-8.49378596087457,-97.2359033371692
hwlncv,dep,2,68,12,-4.49378596087457,-102.235903337169
hwllcd,dep,0,28,5,-11.4937859608746,-142.235903337169
hwljp3,dep,1,237,21,4.50621403912543,66.7640966628308
hwld1o,dep,3,316,20,3.50621403912543,145.764096662831
hwlagd,dep,1,56,9,-7.49378596087457,-114.235903337169
hwkzn8,dep,1,64,11,-5.49378596087457,-106.235903337169
hwkyl6,dep,0,90,10,-6.49378596087457,-80.2359033371692
hwksxi,dep,13,880,6,-10.4937859608746,709.764096662831
hwkr8h,dep,2,239,18,1.50621403912543,68.7640966628308
hwkq9v,dep,4,288,26,9.50621403912543,117.764096662831
hwkpgh,dep,1,127,12,-4.49378596087457,-43.2359033371692
hwkhpm,dep,1,192,29,12.5062140391254,21.7640966628308
hwkftj,dep,2,111,9,-7.49378596087457,-59.2359033371692
hwkasv,dep,0,76,5,-11.4937859608746,-94.2359033371692
hwk7uy,dep,1,133,18,1.50621403912543,-37.2359033371692
hwk5u4,dep,2,350,47,30.5062140391254,179.764096662831
hwk3sl,dep,0,304,44,27.5062140391254,133.764096662831
hwk3a3,dep,1,726,85,68.5062140391255,555.764096662831
hwk2wq,dep,0,120,16,-0.493785960874568,-50.2359033371692
hwk1oa,dep,0,51,7,-9.49378596087457,-119.235903337169
hwjzuy,dep,0,25,1,-15.4937859608746,-145.235903337169
hwjvii,dep,4,236,21,4.50621403912543,65.7640966628308
hwjui9,dep,3,330,46,29.5062140391254,159.764096662831
hwju97,dep,0,40,5,-11.4937859608746,-130.235903337169
hwjttz,dep,0,174,24,7.50621403912543,3.76409666283084
hwjt5u,dep,1,257,21,4.50621403912543,86.7640966628308
hwjss5,dep,0,36,4,-12.4937859608746,-134.235903337169
hwjrux,dep,2,387,51,34.5062140391254,216.764096662831
hwjo86,dep,3,93,7,-9.49378596087457,-77.2359033371692
hwjh38,dep,0,14,2,-14.4937859608746,-156.235903337169
hwjd94,dep,1,174,13,-3.49378596087457,3.76409666283084
hwjca9,dep,1,241,22,5.50621403912543,70.7640966628308
hwiydh,dep,1,141,17,0.506214039125432,-29.2359033371692
hwixof,dep,1,224,28,11.5062140391254,53.7640966628308
hwivxj,dep,1,103,13,-3.49378596087457,-67.2359033371692
hwir54,dep,0,1,0,-16.4937859608746,-169.235903337169
hwio5k,dep,0,19,2,-14.4937859608746,-151.235903337169
hwinaw,dep,2,93,17,0.506214039125432,-77.2359033371692
hwim5k,dep,2,837,92,75.5062140391254,666.764096662831
hwii8y,dep,0,39,3,-13.4937859608746,-131.235903337169
hwig05,dep,0,89,12,-4.49378596087457,-81.2359033371692
hwibub,dep,4,635,19,2.50621403912543,464.764096662831
hwiawp,dep,3,138,3,-13.4937859608746,-32.2359033371692
hwi94s,dep,2,289,44,27.5062140391254,118.764096662831
hwi7dx,dep,0,141,11,-5.49378596087457,-29.2359033371692
hwi671,dep,0,98,6,-10.4937859608746,-72.2359033371692
hwi3ns,dep,1,153,21,4.50621403912543,-17.2359033371692
hwi35z,dep,1,110,11,-5.49378596087457,-60.2359033371692
hwhqyz,dep,1,105,12,-4.49378596087457,-65.2359033371692
hwhjma,dep,1,299,34,17.5062140391254,128.764096662831
hwhhwf,dep,2,104,16,-0.493785960874568,-66.2359033371692
hwhbum,dep,0,46,3,-13.4937859608746,-124.235903337169
hwha1z,dep,4,533,30,13.5062140391254,362.764096662831
hwh4ch,dep,0,192,19,2.50621403912543,21.7640966628308
hwh47k,dep,0,89,11,-5.49378596087457,-81.2359033371692
hwgz1x,dep,2,173,15,-1.49378596087457,2.76409666283084
hwgxrs,dep,0,89,13,-3.49378596087457,-81.2359033371692
hwgv8i,dep,0,72,4,-12.4937859608746,-98.2359033371692
hwgunh,dep,2,137,18,1.50621403912543,-33.2359033371692
hwgt50,dep,0,75,6,-10.4937859608746,-95.2359033371692
hwgs58,dep,1,78,13,-3.49378596087457,-92.2359033371692
hwgqpu,dep,0,116,13,-3.49378596087457,-54.2359033371692
hwgq4z,dep,4,565,49,32.5062140391254,394.764096662831
hwgewi,dep,2,257,0,-16.4937859608746,86.7640966628308
hwgcey,dep,1,210,28,11.5062140391254,39.7640966628308
hwgcc0,dep,0,63,13,-3.49378596087457,-107.235903337169
hwgc1d,dep,0,70,6,-10.4937859608746,-100.235903337169
hwgavi,dep,2,118,14,-2.49378596087457,-52.2359033371692
hwg9q4,dep,0,336,57,40.5062140391254,165.764096662831
hwg3f8,dep,3,896,105,88.5062140391255,725.764096662831
hwg1qx,dep,0,68,8,-8.49378596087457,-102.235903337169
hwfurd,dep,6,884,82,65.5062140391254,713.764096662831
hwfsp2,dep,2,439,50,33.5062140391254,268.764096662831
hwfm1q,dep,0,61,5,-11.4937859608746,-109.235903337169
hwfhoh,dep,1,48,3,-13.4937859608746,-122.235903337169
hwfhav,dep,1,40,6,-10.4937859608746,-130.235903337169
hwfcwe,dep,3,230,17,0.506214039125432,59.7640966628308
hwf7mg,dep,0,433,47,30.5062140391254,262.764096662831
hwf5rq,dep,2,255,15,-1.49378596087457,84.7640966628308
hweykk,dep,0,83,9,-7.49378596087457,-87.2359033371692
hweya2,dep,0,649,68,51.5062140391254,478.764096662831
hwex9g,dep,4,364,29,12.5062140391254,193.764096662831
hwesvd,dep,2,419,14,-2.49378596087457,248.764096662831
hweqg4,dep,1,268,33,16.5062140391254,97.7640966628308
hwenmm,dep,0,75,9,-7.49378596087457,-95.2359033371692
hwei98,dep,2,132,18,1.50621403912543,-38.2359033371692
hwegeh,dep,1,108,26,9.50621403912543,-62.2359033371692
hwecn4,dep,1,220,14,-2.49378596087457,49.7640966628308
hwe97v,dep,0,78,11,-5.49378596087457,-92.2359033371692
hwe6m6,dep,5,274,26,9.50621403912543,103.764096662831
hwdyv9,dep,1,269,27,10.5062140391254,98.7640966628308
hwdtn0,dep,0,29,6,-10.4937859608746,-141.235903337169
hwdtm5,dep,3,148,18,1.50621403912543,-22.2359033371692
hwdsbp,dep,0,144,14,-2.49378596087457,-26.2359033371692
hwdrm6,dep,5,608,76,59.5062140391254,437.764096662831
hwdphy,dep,0,17,2,-14.4937859608746,-153.235903337169
hwdkrg,dep,1,174,11,-5.49378596087457,3.76409666283084
hwddkp,dep,0,71,11,-5.49378596087457,-99.2359033371692
hwdck5,dep,0,18,4,-12.4937859608746,-152.235903337169
hwdan5,dep,0,46,5,-11.4937859608746,-124.235903337169
hwd9yj,dep,2,215,25,8.50621403912543,44.7640966628308
hwd971,dep,3,721,101,84.5062140391254,550.764096662831
hwd5ra,dep,1,101,17,0.506214039125432,-69.2359033371692
hwd5mx,dep,3,77,12,-4.49378596087457,-93.2359033371692
hwd40m,dep,0,35,6,-10.4937859608746,-135.235903337169
hwcwj6,dep,1,203,21,4.50621403912543,32.7640966628308
hwcuzv,dep,0,106,16,-0.493785960874568,-64.2359033371692
hwct1q,dep,2,522,58,41.5062140391254,351.764096662831
hwct0i,dep,0,125,14,-2.49378596087457,-45.2359033371692
hwct05,dep,2,93,12,-4.49378596087457,-77.2359033371692
hwcrj0,dep,1,112,11,-5.49378596087457,-58.2359033371692
hwcrf1,dep,1,137,23,6.50621403912543,-33.2359033371692
hwcpdo,dep,0,8,1,-15.4937859608746,-162.235903337169
hwcnnt,dep,2,282,29,12.5062140391254,111.764096662831
hwcnln,dep,1,234,27,10.5062140391254,63.7640966628308
hwcju8,dep,1,352,45,28.5062140391254,181.764096662831
hwchs0,dep,0,73,4,-12.4937859608746,-97.2359033371692
hwcb7i,dep,0,96,10,-6.49378596087457,-74.2359033371692
hwc8pf,dep,1,113,10,-6.49378596087457,-57.2359033371692
hwc7jc,dep,1,127,20,3.50621403912543,-43.2359033371692
hwbwaa,dep,0,56,8,-8.49378596087457,-114.235903337169
hwbw1z,dep,0,110,11,-5.49378596087457,-60.2359033371692
hwbvh4,dep,9,765,64,47.5062140391254,594.764096662831
hwbrqb,dep,2,184,23,6.50621403912543,13.7640966628308
hwbqda,dep,0,184,19,2.50621403912543,13.7640966628308
hwbonu,dep,0,72,12,-4.49378596087457,-98.2359033371692
hwboav,dep,0,49,4,-12.4937859608746,-121.235903337169
hwbo16,dep,1,201,36,19.5062140391254,30.7640966628308
hwbno7,dep,1,252,24,7.50621403912543,81.7640966628308
hwbn3i,dep,1,213,22,5.50621403912543,42.7640966628308
hwbk7g,dep,3,243,11,-5.49378596087457,72.7640966628308
hwbjza,dep,2,401,52,35.5062140391254,230.764096662831
hwbgk2,dep,2,73,11,-5.49378596087457,-97.2359033371692
hwbf6s,dep,1,239,31,14.5062140391254,68.7640966628308
hwbc1n,dep,1,60,2,-14.4937859608746,-110.235903337169
hwb8w2,dep,3,182,14,-2.49378596087457,11.7640966628308
hwb4g2,dep,0,11,1,-15.4937859608746,-159.235903337169
hwauo4,dep,1,93,17,0.506214039125432,-77.2359033371692
hwaubv,dep,4,329,33,16.5062140391254,158.764096662831
hwatpw,dep,0,55,6,-10.4937859608746,-115.235903337169
hwat4u,dep,1,260,39,22.5062140391254,89.7640966628308
hwar9g,dep,2,295,28,11.5062140391254,124.764096662831
hwaqkm,dep,0,260,39,22.5062140391254,89.7640966628308
hwaqi4,dep,0,560,18,1.50621403912543,389.764096662831
hwaovl,dep,0,85,11,-5.49378596087457,-85.2359033371692
hwal18,dep,2,112,18,1.50621403912543,-58.2359033371692
hwa9qo,dep,1,358,42,25.5062140391254,187.764096662831
hwa7hn,dep,0,11,0,-16.4937859608746,-159.235903337169
hwa77k,dep,5,656,63,46.5062140391254,485.764096662831
hwa6b6,dep,0,288,41,24.5062140391254,117.764096662831
hwa1s2,dep,0,61,14,-2.49378596087457,-109.235903337169
hwa1na,dep,0,96,12,-4.49378596087457,-74.2359033371692
hwa0yl,dep,2,477,65,48.5062140391254,306.764096662831
hwa0fd,dep,1,28,5,-11.4937859608746,-142.235903337169
hwa01w,dep,1,146,23,6.50621403912543,-24.2359033371692
hw9tkq,dep,2,518,16,-0.493785960874568,347.764096662831
hw9sfc,dep,0,40,6,-10.4937859608746,-130.235903337169
hw9ocr,dep,0,201,22,5.50621403912543,30.7640966628308
hw9njw,dep,0,10,1,-15.4937859608746,-160.235903337169
hw9iu7,dep,1,117,15,-1.49378596087457,-53.2359033371692
hw9ii7,dep,3,490,71,54.5062140391254,319.764096662831
hw9eok,dep,1,94,15,-1.49378596087457,-76.2359033371692
hw9eb9,dep,2,65,0,-16.4937859608746,-105.235903337169
hw9duz,dep,1,67,13,-3.49378596087457,-103.235903337169
hw9bvv,dep,0,131,10,-6.49378596087457,-39.2359033371692
hw9arw,dep,1,66,10,-6.49378596087457,-104.235903337169
hw9aoy,dep,1,113,10,-6.49378596087457,-57.2359033371692
hw972o,dep,2,132,11,-5.49378596087457,-38.2359033371692
hw96ur,dep,0,14,0,-16.4937859608746,-156.235903337169
hw944q,dep,1,158,24,7.50621403912543,-12.2359033371692
hw93rx,dep,0,58,2,-14.4937859608746,-112.235903337169
hw928z,dep,0,86,15,-1.49378596087457,-84.2359033371692
hw91iv,dep,0,84,16,-0.493785960874568,-86.2359033371692
hw91cm,dep,0,101,2,-14.4937859608746,-69.2359033371692
hw8zp6,dep,1,212,24,7.50621403912543,41.7640966628308
hw8xlc,dep,0,110,19,2.50621403912543,-60.2359033371692
hw8vwn,dep,0,80,11,-5.49378596087457,-90.2359033371692
hw8sqf,dep,0,53,7,-9.49378596087457,-117.235903337169
hw8rx4,dep,0,128,22,5.50621403912543,-42.2359033371692
hw8rau,dep,0,95,11,-5.49378596087457,-75.2359033371692
hw8r42,dep,0,126,13,-3.49378596087457,-44.2359033371692
hw8np6,dep,0,5,1,-15.4937859608746,-165.235903337169
hw8htw,dep,0,17,0,-16.4937859608746,-153.235903337169
hw8ed3,dep,1,66,7,-9.49378596087457,-104.235903337169
hw8dq1,dep,1,193,24,7.50621403912543,22.7640966628308
hw8dju,dep,0,39,4,-12.4937859608746,-131.235903337169
hw8dca,dep,2,108,9,-7.49378596087457,-62.2359033371692
hw8bt9,dep,0,166,16,-0.493785960874568,-4.23590333716916
hw8akq,dep,0,74,13,-3.49378596087457,-96.2359033371692
hw89ec,dep,0,15,2,-14.4937859608746,-155.235903337169
hw89bb,dep,3,294,38,21.5062140391254,123.764096662831
hw87pm,dep,1,447,54,37.5062140391254,276.764096662831
hw85j3,dep,1,273,30,13.5062140391254,102.764096662831
hw81fp,dep,2,336,37,20.5062140391254,165.764096662831
hw81b2,dep,1,78,5,-11.4937859608746,-92.2359033371692
hw80r6,dep,1,338,29,12.5062140391254,167.764096662831
hw7ztk,dep,0,152,16,-0.493785960874568,-18.2359033371692
hw7z20,dep,2,107,10,-6.49378596087457,-63.2359033371692
hw7vy9,dep,1,172,17,0.506214039125432,1.76409666283084
hw7vja,dep,0,44,1,-15.4937859608746,-126.235903337169
hw7trl,dep,1,258,35,18.5062140391254,87.7640966628309
hw7rcr,dep,5,541,81,64.5062140391254,370.764096662831
hw7pm9,dep,0,82,6,-10.4937859608746,-88.2359033371692
hw7oaz,dep,0,74,11,-5.49378596087457,-96.2359033371692
hw7o5f,dep,0,31,3,-13.4937859608746,-139.235903337169
hw7kq8,dep,0,104,12,-4.49378596087457,-66.2359033371692
hw7hxz,dep,0,114,4,-12.4937859608746,-56.2359033371692
hw7hcz,dep,0,29,1,-15.4937859608746,-141.235903337169
hw7fh1,dep,3,193,25,8.50621403912543,22.7640966628308
hw7av6,dep,0,32,4,-12.4937859608746,-138.235903337169
hw789f,dep,0,87,8,-8.49378596087457,-83.2359033371692
hw77jx,dep,0,114,12,-4.49378596087457,-56.2359033371692
hw77e8,dep,0,79,11,-5.49378596087457,-91.2359033371692
hw7267,dep,0,619,67,50.5062140391254,448.764096662831
hw703m,dep,0,18,1,-15.4937859608746,-152.235903337169
hw6uvm,dep,0,98,13,-3.49378596087457,-72.2359033371692
hw6tgp,dep,0,56,7,-9.49378596087457,-114.235903337169
hw6rr7,dep,2,297,31,14.5062140391254,126.764096662831
hw6rfc,dep,8,853,128,111.506214039125,682.764096662831
hw6r8u,dep,1,129,13,-3.49378596087457,-41.2359033371692
hw6pkl,dep,0,100,15,-1.49378596087457,-70.2359033371692
hw6ina,dep,0,148,13,-3.49378596087457,-22.2359033371692
hw68rx,dep,0,189,14,-2.49378596087457,18.7640966628308
hw68ev,dep,0,43,4,-12.4937859608746,-127.235903337169
hw663h,dep,1,42,6,-10.4937859608746,-128.235903337169
hw63qn,dep,0,237,29,12.5062140391254,66.7640966628308
hw62jf,dep,0,63,13,-3.49378596087457,-107.235903337169
hw5y1u,dep,0,52,4,-12.4937859608746,-118.235903337169
hw5xu6,dep,5,216,21,4.50621403912543,45.7640966628308
hw5tpz,dep,1,219,24,7.50621403912543,48.7640966628308
hw5q9c,dep,0,41,5,-11.4937859608746,-129.235903337169
hw5ppr,dep,16,1128,142,125.506214039125,957.764096662831
hw5p6n,dep,0,126,9,-7.49378596087457,-44.2359033371692
hw5op1,dep,0,84,7,-9.49378596087457,-86.2359033371692
hw5n68,dep,2,210,15,-1.49378596087457,39.7640966628308
hw5kjd,dep,0,136,10,-6.49378596087457,-34.2359033371692
hw5iko,dep,1,64,9,-7.49378596087457,-106.235903337169
hw5gxh,dep,0,35,5,-11.4937859608746,-135.235903337169
hw5c94,dep,0,55,7,-9.49378596087457,-115.235903337169
hw5bc5,dep,6,613,68,51.5062140391254,442.764096662831
hw5apf,dep,0,133,7,-9.49378596087457,-37.2359033371692
hw55me,dep,0,240,34,17.5062140391254,69.7640966628308
hw4zp4,dep,0,185,9,-7.49378596087457,14.7640966628308
hw4y94,dep,0,75,7,-9.49378596087457,-95.2359033371692
hw4y39,dep,1,132,13,-3.49378596087457,-38.2359033371692
hw4tn7,dep,3,304,33,16.5062140391254,133.764096662831
hw4na1,dep,1,353,43,26.5062140391254,182.764096662831
hw4mbq,dep,0,46,9,-7.49378596087457,-124.235903337169
hw4ilb,dep,0,72,8,-8.49378596087457,-98.2359033371692
hw4i55,dep,1,21,4,-12.4937859608746,-149.235903337169
hw4gh1,dep,2,168,14,-2.49378596087457,-2.23590333716916
hw4fvo,dep,2,309,22,5.50621403912543,138.764096662831
hw4a8e,dep,1,525,70,53.5062140391254,354.764096662831
hw498z,dep,0,122,14,-2.49378596087457,-48.2359033371692
hw48su,dep,0,32,5,-11.4937859608746,-138.235903337169
hw4845,dep,1,389,23,6.50621403912543,218.764096662831
hw47ui,dep,0,29,0,-16.4937859608746,-141.235903337169
hw44kd,dep,1,257,27,10.5062140391254,86.7640966628308
hw40xp,dep,0,37,2,-14.4937859608746,-133.235903337169
hw3z2s,dep,0,207,25,8.50621403912543,36.7640966628308
hw3t6o,dep,0,150,11,-5.49378596087457,-20.2359033371692
hw3nwy,dep,1,275,25,8.50621403912543,104.764096662831
hw3nfr,dep,1,109,12,-4.49378596087457,-61.2359033371692
hw3ml8,dep,2,509,48,31.5062140391254,338.764096662831
hw3j5j,dep,1,85,15,-1.49378596087457,-85.2359033371692
hw3gyq,dep,4,127,15,-1.49378596087457,-43.2359033371692
hw3gym,dep,1,133,12,-4.49378596087457,-37.2359033371692
hw3frc,dep,0,42,3,-13.4937859608746,-128.235903337169
hw3fdo,dep,2,147,11,-5.49378596087457,-23.2359033371692
hw34vd,dep,0,142,20,3.50621403912543,-28.2359033371692
hw344f,dep,2,157,19,2.50621403912543,-13.2359033371692
hw31kn,dep,1,348,35,18.5062140391254,177.764096662831
hw308j,dep,3,116,17,0.506214039125432,-54.2359033371692
hw2zsw,dep,0,91,14,-2.49378596087457,-79.2359033371692
hw2z2v,dep,0,53,4,-12.4937859608746,-117.235903337169
hw2x3s,dep,1,195,28,11.5062140391254,24.7640966628308
hw2ujc,dep,0,232,31,14.5062140391254,61.7640966628308
hw2rv4,dep,1,23,0,-16.4937859608746,-147.235903337169
hw2q5m,dep,0,78,10,-6.49378596087457,-92.2359033371692
hw2osy,dep,1,282,43,26.5062140391254,111.764096662831
hw2n5t,dep,1,200,24,7.50621403912543,29.7640966628308
hw2mso,dep,0,30,4,-12.4937859608746,-140.235903337169
hw2dwi,dep,1,135,15,-1.49378596087457,-35.2359033371692
hw2doj,dep,0,200,21,4.50621403912543,29.7640966628308
hw29a5,dep,0,103,9,-7.49378596087457,-67.2359033371692
hw268y,dep,0,42,6,-10.4937859608746,-128.235903337169
hw25rc,dep,1,56,5,-11.4937859608746,-114.235903337169
hw25nt,dep,1,138,18,1.50621403912543,-32.2359033371692
hw24lk,dep,1,98,13,-3.49378596087457,-72.2359033371692
hw1yn3,dep,0,262,38,21.5062140391254,91.7640966628308
hw1y52,dep,1,101,12,-4.49378596087457,-69.2359033371692
hw1vmu,dep,0,141,14,-2.49378596087457,-29.2359033371692
hw1ukk,dep,1,1166,156,139.506214039125,995.764096662831
hw1tdh,dep,0,16,3,-13.4937859608746,-154.235903337169
hw1o77,dep,1,444,49,32.5062140391254,273.764096662831
hw1n5m,dep,1,127,24,7.50621403912543,-43.2359033371692
hw1mym,dep,1,152,21,4.50621403912543,-18.2359033371692
hw1ibd,dep,0,29,4,-12.4937859608746,-141.235903337169
hw1eq4,dep,2,346,0,-16.4937859608746,175.764096662831
hw1ejo,dep,1,51,0,-16.4937859608746,-119.235903337169
hw1dzf,dep,0,59,9,-7.49378596087457,-111.235903337169
hw1cyy,dep,0,71,2,-14.4937859608746,-99.2359033371692
hw1cn9,dep,3,141,19,2.50621403912543,-29.2359033371692
hw17ou,dep,7,208,31,14.5062140391254,37.7640966628308
hw17e3,dep,0,12,2,-14.4937859608746,-158.235903337169
hw15ub,dep,1,141,28,11.5062140391254,-29.2359033371692
hw14rv,dep,0,46,6,-10.4937859608746,-124.235903337169
hw13fm,dep,0,58,10,-6.49378596087457,-112.235903337169
hw12vo,dep,0,15,2,-14.4937859608746,-155.235903337169
hw105a,dep,5,456,53,36.5062140391254,285.764096662831
hw0yau,dep,0,171,20,3.50621403912543,0.764096662830838
hw0w62,dep,1,128,13,-3.49378596087457,-42.2359033371692
hw0le0,dep,0,291,45,28.5062140391254,120.764096662831
hw0i3p,dep,1,302,48,31.5062140391254,131.764096662831
hw0h46,dep,0,115,10,-6.49378596087457,-55.2359033371692
hw0g6s,dep,6,305,33,16.5062140391254,134.764096662831
hw0fm4,dep,1,218,26,9.50621403912543,47.7640966628308
hw0a6r,dep,0,5,2,-14.4937859608746,-165.235903337169
hw07q7,dep,0,630,10,-6.49378596087457,459.764096662831
hw079v,dep,1,216,28,11.5062140391254,45.7640966628308
hw068m,dep,1,170,12,-4.49378596087457,-0.235903337169162
hw05xz,dep,0,81,12,-4.49378596087457,-89.2359033371692
hw04xj,dep,1,259,42,25.5062140391254,88.7640966628308
hvzyuh,dep,0,22,2,-14.4937859608746,-148.235903337169
hvzx3p,dep,1,250,30,13.5062140391254,79.7640966628308
hvzvq7,dep,1,132,20,3.50621403912543,-38.2359033371692
hvzudx,dep,0,109,10,-6.49378596087457,-61.2359033371692
hvzstc,dep,0,88,12,-4.49378596087457,-82.2359033371692
hvzrik,dep,0,9,0,-16.4937859608746,-161.235903337169
hvznya,dep,0,136,22,5.50621403912543,-34.2359033371692
hvzncd,dep,0,49,1,-15.4937859608746,-121.235903337169
hvzn35,dep,0,233,26,9.50621403912543,62.7640966628308
hvzk1p,dep,4,139,14,-2.49378596087457,-31.2359033371692
hvzg3x,dep,0,134,12,-4.49378596087457,-36.2359033371692
hvzct6,dep,1,119,13,-3.49378596087457,-51.2359033371692
hvzarq,dep,0,42,3,-13.4937859608746,-128.235903337169
hvz7g4,dep,0,90,5,-11.4937859608746,-80.2359033371692
hvz666,dep,1,200,29,12.5062140391254,29.7640966628308
hvz33a,dep,1,204,31,14.5062140391254,33.7640966628308
hvyxkf,dep,0,109,16,-0.493785960874568,-61.2359033371692
hvyw8v,dep,0,38,4,-12.4937859608746,-132.235903337169
hvyten,dep,0,28,2,-14.4937859608746,-142.235903337169
hvyp8u,dep,1,89,15,-1.49378596087457,-81.2359033371692
hvyp88,dep,0,89,8,-8.49378596087457,-81.2359033371692
hvyo7v,dep,1,192,30,13.5062140391254,21.7640966628308
hvynhl,dep,3,261,31,14.5062140391254,90.7640966628308
hvyncy,dep,1,96,15,-1.49378596087457,-74.2359033371692
hvyl6d,dep,0,123,12,-4.49378596087457,-47.2359033371692
hvyktr,dep,1,323,23,6.50621403912543,152.764096662831
hvyjos,dep,1,64,11,-5.49378596087457,-106.235903337169
hvyip7,dep,3,477,54,37.5062140391254,306.764096662831
hvyhz1,dep,1,315,40,23.5062140391254,144.764096662831
hvyas4,dep,4,290,34,17.5062140391254,119.764096662831
hvy9m7,dep,1,35,6,-10.4937859608746,-135.235903337169
hvy5b2,dep,0,324,36,19.5062140391254,153.764096662831
hvy4ee,dep,0,174,21,4.50621403912543,3.76409666283084
hvxxhh,dep,2,118,0,-16.4937859608746,-52.2359033371692
hvxqde,dep,0,107,17,0.506214039125432,-63.2359033371692
hvxmzu,dep,0,152,11,-5.49378596087457,-18.2359033371692
hvxjmn,dep,1,85,11,-5.49378596087457,-85.2359033371692
hvxjma,dep,1,218,23,6.50621403912543,47.7640966628308
hvxifl,dep,4,195,23,6.50621403912543,24.7640966628308
hvxgv7,dep,2,471,61,44.5062140391254,300.764096662831
hvxf1a,dep,1,40,5,-11.4937859608746,-130.235903337169
hvxd6z,dep,1,520,37,20.5062140391254,349.764096662831
hvxc6o,dep,4,275,42,25.5062140391254,104.764096662831
hvxbdz,dep,0,59,10,-6.49378596087457,-111.235903337169
hvxau9,dep,0,9,1,-15.4937859608746,-161.235903337169
hvx9m7,dep,0,227,24,7.50621403912543,56.7640966628308
hvx92n,dep,0,46,6,-10.4937859608746,-124.235903337169
hvx8zr,dep,1,131,15,-1.49378596087457,-39.2359033371692
hvx7vp,dep,3,403,54,37.5062140391254,232.764096662831
hvx5ol,dep,0,64,4,-12.4937859608746,-106.235903337169
hvx5j8,dep,0,52,9,-7.49378596087457,-118.235903337169
hvwv5t,dep,2,80,5,-11.4937859608746,-90.2359033371692
hvwnqc,dep,0,49,7,-9.49378596087457,-121.235903337169
hvwnd8,dep,0,50,5,-11.4937859608746,-120.235903337169
hvwlb0,dep,2,306,40,23.5062140391254,135.764096662831
hvwl6q,dep,0,91,15,-1.49378596087457,-79.2359033371692
hvwkf5,dep,1,100,11,-5.49378596087457,-70.2359033371692
hvwk5g,dep,0,47,4,-12.4937859608746,-123.235903337169
hvwhf5,dep,0,200,26,9.50621403912543,29.7640966628308
hvwgco,dep,0,58,8,-8.49378596087457,-112.235903337169
hvw7vp,dep,0,22,0,-16.4937859608746,-148.235903337169
hvw5gz,dep,2,324,30,13.5062140391254,153.764096662831
hvw4f2,dep,0,219,12,-4.49378596087457,48.7640966628308
hvvx9m,dep,0,393,42,25.5062140391254,222.764096662831
hvvv5y,dep,0,40,5,-11.4937859608746,-130.235903337169
hvvgbt,dep,2,299,42,25.5062140391254,128.764096662831
hvv7e4,dep,7,704,65,48.5062140391254,533.764096662831
hvv00y,dep,10,251,36,19.5062140391254,80.7640966628308
hvuz8t,dep,0,82,10,-6.49378596087457,-88.2359033371692
hvuyll,dep,0,118,11,-5.49378596087457,-52.2359033371692
hvuyc4,dep,0,129,20,3.50621403912543,-41.2359033371692
hvutyz,dep,0,26,2,-14.4937859608746,-144.235903337169
hvut49,dep,0,34,2,-14.4937859608746,-136.235903337169
hvupy2,dep,3,247,29,12.5062140391254,76.7640966628308
hvunye,dep,1,270,36,19.5062140391254,99.7640966628308
hvuihr,dep,3,256,31,14.5062140391254,85.7640966628308
hvu9x9,dep,1,284,32,15.5062140391254,113.764096662831
hvu7ix,dep,2,62,10,-6.49378596087457,-108.235903337169
hvu6ny,dep,0,324,41,24.5062140391254,153.764096662831
hvu0mh,dep,0,24,0,-16.4937859608746,-146.235903337169
hvu000,dep,0,10,1,-15.4937859608746,-160.235903337169
hvtxw6,dep,6,477,55,38.5062140391254,306.764096662831
hvtxci,dep,2,110,18,1.50621403912543,-60.2359033371692
hvtvfl,dep,1,146,14,-2.49378596087457,-24.2359033371692
hvturj,dep,0,219,34,17.5062140391254,48.7640966628308
hvtsyp,dep,0,206,22,5.50621403912543,35.7640966628308
hvtru1,dep,1,550,84,67.5062140391254,379.764096662831
hvtox7,dep,0,133,18,1.50621403912543,-37.2359033371692
hvtnyt,dep,2,155,17,0.506214039125432,-15.2359033371692
hvtjt7,dep,0,533,0,-16.4937859608746,362.764096662831
hvt8dn,dep,4,654,98,81.5062140391254,483.764096662831
hvsygz,dep,0,118,17,0.506214039125432,-52.2359033371692
hvsy8t,dep,0,224,25,8.50621403912543,53.7640966628308
hvsl6f,dep,0,27,4,-12.4937859608746,-143.235903337169
hvskwg,dep,1,144,21,4.50621403912543,-26.2359033371692
hvsjmd,dep,0,303,33,16.5062140391254,132.764096662831
hvsish,dep,1,303,38,21.5062140391254,132.764096662831
hvsgk0,dep,1,25,1,-15.4937859608746,-145.235903337169
hvsfr3,dep,0,98,11,-5.49378596087457,-72.2359033371692
hvs892,dep,0,61,6,-10.4937859608746,-109.235903337169
hvrwvg,dep,0,38,5,-11.4937859608746,-132.235903337169
hvrule,dep,0,219,19,2.50621403912543,48.7640966628308
hvru83,dep,0,233,33,16.5062140391254,62.7640966628308
hvrsbh,dep,6,245,41,24.5062140391254,74.7640966628308
hvrr6u,dep,1,440,62,45.5062140391254,269.764096662831
