subj_idx,trial,response,rt,resp
2b3o5c2c6ntefnb,35,0,1.72062499998719,1
2b3o5c2c6ntefnb,65,0,2.22781000001123,1
2b3o5c2c6ntefnb,69,0,0.584444999985863,1
2b3o5c2c6ntefnb,73,0,0.805395000003045,1
2b3o5c2c6ntefnb,91,0,1.18112500000279,1
2b3o5c2c6ntefnb,92,0,0.846720000001369,1
2b3o5c2c6ntefnb,136,0,1.61178500001552,1
2b3o5c2c6ntefnb,141,0,0.996379999996861,1
2b3o5c2c6ntefnb,147,0,1.39006999999401,1
2b3o5c2c6ntefnb,169,0,0.76201000000583,1
2b3o5c2c6ntefnb,185,0,0.862590000004275,1
2b3o5c2c6ntefnb,215,0,1.24832000001334,1
2b3o5c2c6ntefnb,230,0,0.973555000004126,1
2b3o5c2c6ntefnb,238,0,1.43191000001389,1
2b3o5c2c6ntefnb,241,0,0.901695000007749,1
2b3o5c2c6ntefnb,252,0,2.27001500001643,1
2b3o5c2c6ntefnb,255,1,1.44902500000899,0
2b3o5c2c6ntefnb,257,1,1.26029000000563,0
2b3o5c2c6ntefnb,330,0,0.801479999994626,1
2b3o5c2c6ntefnb,352,0,1.01389999999083,1
2b3o5c2c6ntefnb,379,1,1.17108999998891,0
2b3o5c2c6ntefnb,381,1,1.47445999999763,0
2b3o5c2c6ntefnb,409,0,1.18161500000861,1
2b3o5c2c6ntefnb,420,0,0.928940000012517,1
2b3o5c2c6ntefnb,465,0,1.13943499999004,1
2b3o5c2c6ntefnb,467,0,1.06828499998664,1
2b3o5c2c6ntefnb,469,1,1.55862999998499,0
2b3o5c2c6ntefnb,507,1,3.1104500000074,0
2b3o5c2c6ntefnb,519,0,1.4830850000144,1
2b3o5c2c6ntefnb,537,1,1.05222500002128,0
2b3o5c2c6ntefnb,555,0,0.909160000010161,1
2b3o5c2c6ntefnb,569,0,1.19159500001115,1
2b3o5c2c6ntefnb,600,0,0.849575000000186,1
2b3o5c2c6ntefnb,608,1,1.14304500000435,0
2b3o5c2c6ntefnb,611,0,0.814914999995381,1
2b3o5c2c6ntefnb,645,1,1.26474000001326,0
7chb1ucy8l7g29z,63,1,0.172999999951571,0
7chb1ucy8l7g29z,66,0,0.135000000242144,1
7chb1ucy8l7g29z,94,0,0.114999999757856,1
7chb1ucy8l7g29z,152,0,0.80599999986589,1
7chb1ucy8l7g29z,203,1,0.160000000149012,0
7chb1ucy8l7g29z,212,0,0.208999999798834,1
7chb1ucy8l7g29z,230,1,0.134000000078231,0
7chb1ucy8l7g29z,311,0,3.13199999975041,1
7chb1ucy8l7g29z,412,1,0.137000000104308,0
7chb1ucy8l7g29z,420,1,0.147000000346452,0
7chb1ucy8l7g29z,492,1,0.134000000078231,0
7chb1ucy8l7g29z,561,1,0.112999999895692,0
7chb1ucy8l7g29z,610,0,0.243999999947846,1
7chb1ucy8l7g29z,612,0,0.83199999993667,1
89kh34yu75hv3l2,47,1,1.12451500003226,0
89kh34yu75hv3l2,53,0,5.66066500009038,1
89kh34yu75hv3l2,54,1,5.46990999998525,0
89kh34yu75hv3l2,97,1,1.21942500001751,0
89kh34yu75hv3l2,103,1,1.1494099998381,0
89kh34yu75hv3l2,105,0,1.04533999995328,1
89kh34yu75hv3l2,136,0,1.63591499999166,1
89kh34yu75hv3l2,137,1,1.74097499996424,0
89kh34yu75hv3l2,149,1,4.42911499994807,0
89kh34yu75hv3l2,158,1,5.69562500016764,0
89kh34yu75hv3l2,188,1,1.09297999995761,0
89kh34yu75hv3l2,211,0,1.57354500005022,1
89kh34yu75hv3l2,222,1,3.75523000000976,0
89kh34yu75hv3l2,245,1,1.41321999998763,0
89kh34yu75hv3l2,264,1,1.95319500006735,0
89kh34yu75hv3l2,275,0,1.65230999980122,1
