state_ab,flu_vacc_est,mandate_type,cvd_vac_prop_cent
ma,0.733369,mandate,0.153344431188554
mi,0.555157,ban,-0.020489221034509
mn,0.595892,mandate,0.0667745318155233
mo,0.559453,ban,-0.0581173663405502
mt,0.485871,ban,-0.0561796500257997
nv,0.354949,mandate,-0.0152600002770805
nh,0.616695,ban,0.0688474320444842
nj,0.650747,mandate,0.102615599744228
nm,0.56017,mandate,0.0822838996538311
ny,0.596431,mandate,0.119789847603585
nc,0.534778,mandate,-0.0113690665410169
nd,0.541322,ban,-0.0752828969069771
ok,0.439576,ban,-0.0477741470116967
or,0.513559,mandate,0.0760674502509015
pa,0.607514,mandate,0.0522083354187028
sc,0.4719,ban,-0.0453965757995447
sd,0.575996,ban,-0.00995553464123966
tn,0.515261,ban,-0.0781451313871596
tx,0.550233,ban,-0.00983378016357928
ut,0.537092,ban,0.0121800719312651
vt,0.619212,mandate,0.169858521587789
va,0.609335,mandate,0.104390727832807
wa,0.590381,mandate,0.0984958495898051
wi,0.575549,mandate,0.0305309485440953
wy,0.369227,ban,-0.0999158159298269
al,0.472118,ban,-0.116306137774288
ak,0.422615,ban,0.0032075844320224
az,0.475951,ban,0.00623328658104883
ar,0.551271,ban,-0.0703972722641329
ca,0.551095,mandate,0.098383734199619
co,0.637226,mandate,0.0842089972692392
ct,0.720447,mandate,0.163259942554323
de,0.528158,mandate,0.0596088070435261
fl,0.41643,ban,0.0513173193428357
ga,0.468404,ban,-0.0743657602974442
id,0.451613,ban,-0.0902584785150297
il,0.540075,mandate,0.0621681303538266
in,0.493105,ban,-0.0702414040263503
ia,0.562719,ban,-0.0021760864602316
ks,0.531791,ban,-0.00831013028770433
md,0.708482,mandate,0.11912550165242
ma,0.733369,mandate,0.15504617857151
mi,0.561712,ban,-0.018569324925963
mn,0.595892,mandate,0.0683419190263553
mo,0.559453,ban,-0.0567262825023222
mt,0.485871,ban,-0.0551137141861778
nv,0.354949,mandate,-0.0136772868429113
nh,0.617698,ban,0.0773730498095441
nj,0.650747,mandate,0.104471928704224
nm,0.56017,mandate,0.0841152181208222
ny,0.596431,mandate,0.121535206446071
nc,0.534778,mandate,-0.00993745552539604
nd,0.541322,ban,-0.0748433753968268
ok,0.439576,ban,-0.0463604961305704
or,0.513559,mandate,0.0773151917137728
pa,0.607514,mandate,0.0535822698433109
sc,0.4719,ban,-0.0429442868350957
sd,0.575996,ban,-0.00824141068843887
tn,0.515261,ban,-0.0769481919206316
tx,0.550233,ban,-0.0082797056771603
ut,0.537092,ban,0.0130130373089684
vt,0.619212,mandate,0.171722772902728
va,0.609335,mandate,0.105902700300221
wa,0.590381,mandate,0.100179685464374
wi,0.575549,mandate,0.0318995486123612
wy,0.369227,ban,-0.098833833135062
al,0.479094,ban,-0.115249724648005
ak,0.422615,ban,0.00464454935640368
az,0.480137,ban,0.00786780835203893
ar,0.551271,ban,-0.0691796637898688
ca,0.551095,mandate,0.100095358200235
co,0.638309,mandate,0.0854710965003408
ct,0.720447,mandate,0.1646488001897
de,0.530947,mandate,0.0613348717314836
fl,0.41643,ban,0.0524312080307369
ga,0.468404,ban,-0.072933495782637
id,0.451613,ban,-0.0890768484963456
il,0.543378,mandate,0.0635703427187172
in,0.493105,ban,-0.0691274155496982
ia,0.562719,ban,-0.00121032267016852
ks,0.531791,ban,-0.00704147981282455
md,0.708482,mandate,0.120417112807944
ma,0.733369,mandate,0.156336642903144
mi,0.561712,ban,-0.0176060738429134
