state_ab,flu_vacc_est,mandate_type,cvd_vac_prop_cent
mn,0.598606,mandate,0.0694331569838719
mo,0.559453,ban,-0.0556149519510796
mt,0.485871,ban,-0.0542256539192987
nv,0.354949,mandate,-0.0124209079730807
nh,0.617698,ban,0.0774597474917191
nj,0.650747,mandate,0.105921524399332
nm,0.56017,mandate,0.0856514477326044
ny,0.604573,mandate,0.122930608143406
nc,0.534778,mandate,-0.00853686712746604
nd,0.541322,ban,-0.0744480444098086
ok,0.439576,ban,-0.0450118270063826
or,0.513559,mandate,0.0784522483372102
pa,0.607526,mandate,0.0549646860228082
sc,0.473018,ban,-0.0411268192686919
sd,0.575996,ban,-0.00688222752594159
tn,0.515261,ban,-0.0760091082285117
tx,0.551329,ban,-0.00654981383179332
ut,0.537092,ban,0.0145835150178437
vt,0.619212,mandate,0.172407649785945
va,0.614405,mandate,0.107114489471613
wa,0.590381,mandate,0.101541237737047
wi,0.577124,mandate,0.0330775583411708
wy,0.369227,ban,-0.0978402613857835
al,0.487031,ban,-0.114495359124685
ak,0.422615,ban,0.00592860422715347
az,0.480137,ban,0.0100294122061273
ar,0.551271,ban,-0.0681518500602455
ca,0.551095,mandate,0.101396048926776
co,0.638309,mandate,0.0865377285800437
ct,0.720447,mandate,0.165780146496955
de,0.530947,mandate,0.0625945338551507
fl,0.41643,ban,0.053461835963478
ga,0.468404,ban,-0.0718519757717164
id,0.451613,ban,-0.0881493792337174
il,0.543378,mandate,0.0650026930438838
in,0.49489,ban,-0.0682437070790486
ia,0.562719,ban,-0.000387175611897161
ks,0.537479,ban,-0.00604814934518128
md,0.708482,mandate,0.121814041728951
ma,0.733369,mandate,0.157186988240488
mi,0.561712,ban,-0.0168091082858338
mn,0.598606,mandate,0.0702944814428391
mo,0.559453,ban,-0.0547265327553671
mt,0.485871,ban,-0.0532104455578295
nv,0.354949,mandate,-0.0114130992268566
nh,0.617698,ban,0.0653701912749614
nj,0.654014,mandate,0.107168422456477
nm,0.56017,mandate,0.086966731756638
ny,0.606377,mandate,0.124206745645028
nc,0.534778,mandate,-0.0075963494868313
nd,0.541322,ban,-0.0740505130647924
ok,0.439576,ban,-0.043897864339106
or,0.513559,mandate,0.0794115281838185
pa,0.607747,mandate,0.0561755664003999
sc,0.473018,ban,-0.0403124225409036
sd,0.575996,ban,-0.00578679292164697
tn,0.515261,ban,-0.0751981048937912
tx,0.551329,ban,-0.00495439996412828
ut,0.53904,ban,0.0158303431471657
vt,0.619212,mandate,0.172870158274709
va,0.614405,mandate,0.108202792533306
wa,0.590381,mandate,0.102756304205282
wi,0.577124,mandate,0.0339092913830299
wy,0.376518,ban,-0.0968318306372644
al,0.487031,ban,-0.113816285143551
ak,0.439457,ban,0.00722512565004796
az,0.481821,ban,0.0118080195931782
ar,0.5633,ban,-0.0674302884854415
ca,0.573489,mandate,0.102454464150517
co,0.650188,mandate,0.0874710223712794
ct,0.737706,mandate,0.166947227453129
de,0.547839,mandate,0.0637853611944219
fl,0.43128,ban,0.0544219976919094
ga,0.477815,ban,-0.0709039120440799
id,0.452142,ban,-0.0871832265797339
il,0.555367,mandate,0.0663108678368284
in,0.498874,ban,-0.0674207160647267
ia,0.588143,ban,0.00040619432654565
ks,0.537479,ban,-0.00517589743952807
md,0.727715,mandate,0.124688680193461
ma,0.740849,mandate,0.158089782886366
mi,0.568896,ban,-0.0159863280703749
mn,0.60593,mandate,0.0711437895168632
mo,0.561998,ban,-0.0540092196105673
mt,0.487945,ban,-0.0523839170631507
nv,0.372997,mandate,-0.010493730276549
nh,0.628118,ban,0.0702294096912082
nj,0.660165,mandate,0.108299269195255
nm,0.573512,mandate,0.0882801267802269
ny,0.615308,mandate,0.125319463265325
nc,0.539051,mandate,-0.00649275441565955
nd,0.546132,ban,-0.0737063404012333
ok,0.451098,ban,-0.0428202712503942
or,0.527682,mandate,0.0801745893994448
pa,0.621935,mandate,0.0572971576303529
sc,0.477274,ban,-0.0396467880928068
sd,0.581591,ban,-0.00466509624344436
tn,0.523198,ban,-0.0743466268431591
tx,0.561176,ban,-0.003436204570753
ut,0.556367,ban,0.0171817504377189
vt,0.623509,mandate,0.173686767883112
va,0.61481,mandate,0.109222624607754
wa,0.608276,mandate,0.103869807676844
wi,0.592374,mandate,0.0347895264303888
wy,0.377757,ban,-0.0959088391343841
al,0.487031,ban,-0.112893821584955
ak,0.440215,ban,0.0086147566342597
az,0.481821,ban,0.0131465595849968
ar,0.5633,ban,-0.0664440768530588
ca,0.573489,mandate,0.103787264853994
co,0.650188,mandate,0.0885090024305618
ct,0.737706,mandate,0.168725917622156
de,0.547839,mandate,0.0654887695696962
fl,0.43128,ban,0.0555798945938166
ga,0.477815,ban,-0.0696389379877045
id,0.452142,ban,-0.0862178507006775
il,0.555367,mandate,0.067595761808072
in,0.498874,ban,-0.066583029910143
ia,0.588143,ban,0.00131029932864113
ks,0.537479,ban,-0.00406523260638314
md,0.727715,mandate,0.128595127490823
ma,0.740849,mandate,0.159744852213643
mi,0.568896,ban,-0.0151260379229708
mn,0.60593,mandate,0.0720837962630615
mo,0.561998,ban,-0.0530231084224107
mt,0.487945,ban,-0.0515157525084818
nv,0.372997,mandate,-0.00931502381853844
nh,0.628118,ban,0.0782117150676155
nj,0.660165,mandate,0.110000345298252
nm,0.573933,mandate,0.0898258013942332
ny,0.615308,mandate,0.126966129483126
nc,0.539051,mandate,-0.00376472093323699
nd,0.546132,ban,-0.0733473153211864
ok,0.451098,ban,-0.0412661933853643
or,0.527682,mandate,0.081213064703814
pa,0.621935,mandate,0.0589604605267844
sc,0.477274,ban,-0.039036137076416
sd,0.581591,ban,-0.00274619256097042
tn,0.523198,ban,-0.0731813767226456
tx,0.561176,ban,-0.00172505612044127
ut,0.565439,ban,0.018881827708401
vt,0.623509,mandate,0.175040304973426
va,0.61481,mandate,0.110644957513429
wa,0.608276,mandate,0.105164226030031
wi,0.592374,mandate,0.035675603048627
wy,0.37925,ban,-0.0944509236588107
al,0.487031,ban,-0.111890521978613
ak,0.440215,ban,0.00962104114006901
az,0.481821,ban,0.0145810434578559
ar,0.5633,ban,-0.0653467207351232
ca,0.573489,mandate,0.106805664109244
co,0.650188,mandate,0.0896174001497023
ct,0.737706,mandate,0.170716123634387
de,0.547839,mandate,0.0674461595393855
fl,0.43128,ban,0.0567977182799839
ga,0.477815,ban,-0.0685743684050896
id,0.452142,ban,-0.0852467266871622
il,0.555367,mandate,0.068819041880505
in,0.498874,ban,-0.0658539572636017
ia,0.588143,ban,0.00221265800340564
ks,0.539498,ban,-0.00269850363369539
md,0.727715,mandate,0.13259727195849
ma,0.740849,mandate,0.161745566751646
mi,0.570066,ban,-0.014207739218681
mn,0.60593,mandate,0.0730491876224496
mo,0.561998,ban,-0.0518235788758517
mt,0.487945,ban,-0.0507481205923334
nv,0.372997,mandate,-0.00809301775181015
nh,0.628118,ban,0.078714167543856
nj,0.660165,mandate,0.11161316026739
nm,0.573933,mandate,0.091477394961757
ny,0.617565,mandate,0.128785635084701
nc,0.539051,mandate,-0.000675336218894596
nd,0.548157,ban,-0.072974354640483
ok,0.451098,ban,-0.0396091044619973
or,0.527682,mandate,0.0823517059106964
pa,0.621935,mandate,0.0610319313971205
sc,0.477274,ban,-0.0386420147215354
sd,0.581591,ban,-0.0004214351105567
tn,0.523198,ban,-0.0720311134096054
tx,0.564594,ban,-0.000196778309801249
ut,0.565439,ban,0.0195316594734981
vt,0.623509,mandate,0.176290321912077
va,0.61481,mandate,0.112223083844999
wa,0.608276,mandate,0.106384483743075
wi,0.592374,mandate,0.0369213119785182
wy,0.37925,ban,-0.093315200816789
al,0.487031,ban,-0.110514830632082
ak,0.443561,ban,0.0111879309125682
az,0.481821,ban,0.0165626451649421
ar,0.566329,ban,-0.0643876904045828
ca,0.586474,mandate,0.109942657465197
co,0.650188,mandate,0.0908066569385613
ct,0.737706,mandate,0.172502974931659
de,0.547839,mandate,0.0693148002587546
fl,0.435426,ban,0.0579659556198167
ga,0.477815,ban,-0.0674865403276154
id,0.452142,ban,-0.0842407254794324
il,0.555367,mandate,0.0695030832652426
in,0.498874,ban,-0.0651762965547681
ia,0.588143,ban,0.00310185205677693
ks,0.539498,ban,-0.00111475714205511
md,0.727715,mandate,0.129908546870512
ma,0.740849,mandate,0.163515735995058
mi,0.573821,ban,-0.0133619795626768
mn,0.60593,mandate,0.0739757760721299
mo,0.562429,ban,-0.0506266952991512
mt,0.487945,ban,-0.0499547955379001
nv,0.382402,mandate,-0.00672206287165744
nh,0.628118,ban,0.0784117627098583
nj,0.660165,mandate,0.112988197681098
nm,0.573933,mandate,0.0931825551847487
ny,0.617565,mandate,0.130308044487634
nc,0.539051,mandate,0.0020239188934329
nd,0.548157,ban,-0.072249336680061
ok,0.451098,ban,-0.0381449041963756
or,0.527682,mandate,0.0833335407855046
pa,0.621935,mandate,0.0628505207230735
sc,0.477274,ban,-0.0384910475225004
sd,0.58225,ban,0.00148909048699009
tn,0.523198,ban,-0.070790949923174
tx,0.564594,ban,0.000985129010531716
ut,0.565439,ban,0.0203797331559137
vt,0.623509,mandate,0.177339962934849
va,0.61481,mandate,0.113598792923973
wa,0.608276,mandate,0.107492109983906
wi,0.593775,mandate,0.0381557013499031
wy,0.37925,ban,-0.0922505535211391
al,0.487031,ban,-0.109790320138707
ak,0.446196,ban,0.012786961014811
az,0.481821,ban,0.0179529624916869
ar,0.566329,ban,-0.0632621568114353
ca,0.586474,mandate,0.111307575371887
co,0.650188,mandate,0.09184211324475
ct,0.737706,mandate,0.174071258537045
de,0.547839,mandate,0.0707826984282969
fl,0.435426,ban,0.0591195412422834
ga,0.477815,ban,-0.0663785744478281
id,0.452142,ban,-0.0832894869040436
il,0.555367,mandate,0.0708855604508177
in,0.498874,ban,-0.0645242365487421
ia,0.588143,ban,0.00400103152025588
ks,0.539498,ban,0.000214918873108871
md,0.727715,mandate,0.131176661572428
ma,0.740849,mandate,0.165158104501786
mi,0.573821,ban,-0.0125365342424547
mn,0.60593,mandate,0.0748287891981789
mo,0.562429,ban,-0.0496661153991137
mt,0.487945,ban,-0.049142233569674
nv,0.382402,mandate,-0.00544345901669519
nh,0.628118,ban,0.0843432945635303
nj,0.660165,mandate,0.11422569905715
nm,0.573933,mandate,0.0949065379478937
ny,0.617565,mandate,0.131739335055005
nc,0.539051,mandate,0.00444713155138377
nd,0.548157,ban,-0.071294381308822
ok,0.451098,ban,-0.0368027657207206
or,0.527682,mandate,0.0843263666008081
pa,0.621935,mandate,0.0645023424875642
sc,0.477274,ban,-0.0383107744334721
sd,0.58225,ban,0.00381014224599319
tn,0.523198,ban,-0.069935813024373
tx,0.564594,ban,0.00233034502240037
ut,0.565439,ban,0.0209906588530951
vt,0.626077,mandate,0.17859864357718
va,0.61481,mandate,0.114812237183284
wa,0.608276,mandate,0.108524926678994
wi,0.593775,mandate,0.0390590845308239
wy,0.37925,ban,-0.0911103729793458
