state_ab,flu_vacc_est,mandate_type,cvd_vac_prop_cent
nm,0.467,mandate,0.091019832326683
il,0.467,mandate,0.0689195168068025
nc,0.473,mandate,-0.00309442665946857
ny,0.477,mandate,0.128381109970232
ut,0.485,ban,0.0201672498620198
ok,0.485,ban,-0.03949557561123
mo,0.487,ban,-0.0500307753766207
ia,0.492,ban,0.00448975589603895
wa,0.493,mandate,0.107008777259836
nd,0.497,ban,-0.0683906994338922
nj,0.501,mandate,0.111309876836774
wi,0.508,mandate,0.0386198447308733
ks,0.509,ban,-0.00181138801088854
de,0.512,mandate,0.066504723346965
co,0.513,mandate,0.0910104254865952
mn,0.526,mandate,0.0749765303278565
va,0.53,mandate,0.112668185545196
pa,0.544,mandate,0.0604982224320145
nh,0.555,ban,0.0785281131658863
md,0.557,mandate,0.125984665139625
sd,0.569,ban,-0.00145098343360772
ct,0.578,mandate,0.170090578983158
vt,0.587,mandate,0.177980283648502
ma,0.619,mandate,0.161744068236633
nv,0.257,mandate,-0.0690410529200124
wy,0.278,ban,-0.152852956684323
ga,0.283,ban,-0.117480677457356
al,0.284,ban,-0.158758024978752
tn,0.299,ban,-0.120950022715956
id,0.314,ban,-0.168879730701938
ok,0.316,ban,-0.0942642010479041
ak,0.316,ban,-0.0692834741675178
tx,0.318,ban,-0.0647420473689303
il,0.32,mandate,0.00197380808440173
az,0.324,ban,-0.0537699067244133
in,0.326,ban,-0.103560024809408
ar,0.331,ban,-0.114463826785789
ks,0.333,ban,-0.0675815303292567
mo,0.334,ban,-0.099838877573075
va,0.337,mandate,0.0306583018897664
sc,0.338,ban,-0.0921385079960987
or,0.343,mandate,0.0293887718757585
fl,0.346,ban,0.000934950193384965
mt,0.351,ban,-0.0973454540450793
nm,0.355,mandate,0.0200518396851496
wi,0.356,mandate,-0.0200690180791322
nj,0.364,mandate,0.0391705987374912
ut,0.364,ban,-0.0672622388939077
ca,0.371,mandate,0.0194619539500527
de,0.379,mandate,-0.00643969249248133
mi,0.381,ban,-0.0665114028042441
ny,0.392,mandate,0.0486510734052351
pa,0.4,mandate,-0.00362443506000099
co,0.4,mandate,0.0200991492142638
nh,0.41,ban,0.026429547027325
nd,0.41,ban,-0.133295897009538
md,0.415,mandate,0.0504560839702003
sd,0.416,ban,-0.066938123153802
nc,0.418,mandate,-0.0650789613029609
wa,0.418,mandate,0.0328585149731191
ia,0.425,ban,-0.0470984661201956
ct,0.432,mandate,0.103300876045056
mn,0.451,mandate,0.00690241411669679
ma,0.461,mandate,0.0877652380862506
vt,0.473,mandate,0.0969697114864031
nv,0.311,mandate,-0.0505330354982007
al,0.328,ban,-0.14359796206937
ga,0.34,ban,-0.104397526044395
sc,0.344,ban,-0.0749966709773164
tx,0.344,ban,-0.0450460369059593
wy,0.346,ban,-0.133715816293774
ak,0.353,ban,-0.0484932194271599
ar,0.355,ban,-0.0970249154571713
az,0.356,ban,-0.0320335687795013
fl,0.357,ban,0.0212023770000809
in,0.367,ban,-0.0918275321952956
mi,0.372,ban,-0.0483547911265803
id,0.374,ban,-0.156818214322319
nm,0.378,mandate,0.0426164323687538
ut,0.381,ban,-0.0406486326516108
tn,0.385,ban,-0.102564650708253
ok,0.388,ban,-0.0759519143831746
il,0.389,mandate,0.0227324800009384
nd,0.389,ban,-0.102843712439109
mt,0.402,ban,-0.0786041279497448
ny,0.405,mandate,0.0755602260451127
co,0.416,mandate,0.0460344050998168
ca,0.423,mandate,0.0464066145636577
ia,0.423,ban,-0.0283318796487613
nc,0.424,mandate,-0.0428868462096239
wa,0.439,mandate,0.0573647993179545
nj,0.44,mandate,0.0611491789798728
mo,0.442,ban,-0.0814871803191902
or,0.442,mandate,0.0496856102069804
wi,0.453,mandate,8.27798667001334e-05
sd,0.459,ban,-0.0430797218116332
va,0.46,mandate,0.0583695258238074
de,0.463,mandate,0.0173817535401815
ks,0.467,ban,-0.0470309486658996
mn,0.47,mandate,0.0330043141124357
nh,0.475,ban,0.0496872062127217
md,0.476,mandate,0.0758961232869829
pa,0.482,mandate,-0.00127276524197428
vt,0.51,mandate,0.130415839577263
ct,0.511,mandate,0.125401557982594
ma,0.548,mandate,0.115724544006932
